age,weight,income,year_of_experience,married
30,79,269350,20,1.0
35,69,203500,14,1.0
47,66,185600,13,1.0
41,73,123300,6,1.0
24,69,140650,7,0.0
21,67,151350,9,0.0
31,73,161950,11,0.0
51,80,147000,8,1.0
36,67,200900,14,0.0
65,65,214850,15,1.0
31,65,80050,2,0.0
38,69,144050,8,1.0
53,61,139000,8,1.0
55,71,201450,15,1.0
55,67,126600,7,1.0
52,74,150050,9,1.0
35,76,137550,7,0.0
66,71,112000,5,1.0
28,69,185750,13,0.0
46,77,133350,8,0.0
34,70,104650,5,0.0
27,65,153250,9,0.0
43,69,177300,12,1.0
31,73,118200,6,1.0
40,68,188050,13,1.0
53,71,99550,4,1.0
49,70,148200,8,1.0
62,72,118100,6,1.0
34,76,128550,7,0.0
24,71,125350,7,0.0
54,69,141600,9,1.0
19,71,137050,8,0.0
30,69,131800,7,0.0
50,68,217700,15,1.0
39,61,207200,15,1.0
67,71,237850,17,1.0
62,67,214550,15,1.0
54,70,143000,8,1.0
46,74,300950,24,0.0
28,63,156550,10,0.0
65,66,125500,7,1.0
40,77,167150,9,0.0
40,70,179300,13,0.0
42,72,127950,7,0.0
26,63,180450,12,0.0
19,82,106850,5,0.0
25,72,126500,7,0.0
65,79,114300,5,1.0
32,69,135850,8,0.0
35,64,141800,8,1.0
34,75,260900,21,0.0
42,64,129550,8,0.0
37,73,80600,3,1.0
64,70,88650,3,0.0
58,68,186050,12,1.0
30,82,162950,10,0.0
37,62,130350,6,0.0
42,80,139000,8,0.0
46,73,143800,8,1.0
65,73,106400,4,1.0
32,61,299000,24,1.0
50,76,178200,12,1.0
27,70,196750,13,0.0
22,75,92150,3,0.0
60,72,120950,7,1.0
47,67,136400,8,1.0
44,79,236050,18,0.0
42,69,92800,3,1.0
28,71,117550,6,0.0
33,74,124900,6,1.0
63,70,98400,4,1.0
39,64,112900,5,0.0
53,71,165900,11,1.0
34,68,209000,15,0.0
46,72,108700,5,1.0
28,64,157400,9,0.0
57,67,163200,10,0.0
54,61,152050,9,0.0
61,65,229550,17,1.0
46,72,160750,10,1.0
34,68,135950,7,1.0
53,70,166700,11,1.0
30,70,147650,9,0.0
31,67,167300,10,1.0
38,70,231600,18,1.0
25,72,121250,6,0.0
47,75,127150,7,1.0
46,67,150000,8,0.0
42,63,121600,7,1.0
54,67,217550,16,1.0
22,83,158700,10,0.0
25,65,201950,14,0.0
26,69,308050,24,0.0
20,63,167400,11,0.0
60,62,93650,4,1.0
52,67,122900,6,1.0
46,73,210900,16,0.0
67,69,155000,10,1.0
56,77,175000,11,1.0
20,64,184900,12,0.0
58,68,75850,2,1.0
36,68,138450,7,1.0
36,72,92250,3,1.0
45,77,140700,8,1.0
27,74,95500,4,0.0
37,63,147500,9,0.0
57,65,88500,3,1.0
44,61,176250,12,1.0
62,73,163650,11,1.0
67,65,169750,11,1.0
31,71,150850,9,0.0
51,65,112400,4,1.0
30,64,175100,12,0.0
51,66,84800,3,1.0
28,70,95600,3,0.0
48,72,162900,11,0.0
51,71,117300,6,1.0
45,64,133700,7,0.0
30,81,158500,9,0.0
66,79,116600,6,1.0
40,66,216300,15,0.0
59,70,138750,8,1.0
24,77,174800,11,0.0
51,70,140400,8,1.0
51,60,112100,5,0.0
44,69,120650,6,0.0
30,72,108100,5,0.0
45,64,165550,10,1.0
60,81,132000,7,1.0
29,71,158950,10,0.0
53,87,224400,16,1.0
52,75,157750,11,0.0
61,66,122900,6,1.0
19,61,233700,18,0.0
20,63,127700,6,0.0
24,77,214850,15,0.0
38,70,172600,11,1.0
43,70,151800,9,0.0
31,64,174750,11,1.0
62,67,105550,5,0.0
42,61,167150,11,0.0
66,65,158050,10,1.0
20,73,119950,5,0.0
18,69,227900,17,0.0
33,64,241350,18,0.0
64,71,105850,5,0.0
59,76,108400,4,1.0
18,60,246700,18,0.0
57,65,147500,9,1.0
32,66,144600,9,0.0
39,67,108100,5,0.0
57,68,82150,2,1.0
44,85,181600,12,1.0
57,72,273150,22,0.0
37,68,186700,12,0.0
31,71,189550,13,0.0
18,71,137700,8,0.0
26,69,167550,10,0.0
36,78,113500,5,1.0
23,70,141700,9,0.0
45,64,111550,5,0.0
33,75,267100,20,1.0
40,61,138400,7,0.0
52,73,181250,12,0.0
62,67,132200,8,1.0
67,72,186250,13,1.0
42,75,173750,11,1.0
20,66,241800,19,0.0
47,71,192000,13,1.0
40,76,123700,7,0.0
67,69,161250,11,1.0
40,66,136250,7,1.0
35,72,147850,8,0.0
28,75,169450,10,0.0
48,74,109750,4,1.0
36,71,174250,11,1.0
47,67,137750,8,0.0
26,65,170400,11,0.0
53,77,137900,8,0.0
49,68,136700,8,0.0
58,74,151650,9,0.0
66,75,117150,6,1.0
41,68,148750,9,1.0
28,80,189450,13,0.0
61,70,148100,9,0.0
18,61,129100,7,0.0
61,81,156100,9,1.0
25,67,166450,11,0.0
28,74,197150,13,0.0
36,69,179900,11,1.0
22,72,181500,11,0.0
21,73,133200,6,0.0
51,67,73950,2,1.0
64,65,154700,10,1.0
53,72,87750,4,0.0
34,68,185200,12,0.0
48,78,199150,14,0.0
55,70,149650,9,1.0
30,68,145650,9,0.0
19,63,249450,19,0.0
55,64,113200,5,1.0
32,72,139300,8,1.0
35,67,139750,8,0.0
42,73,142700,9,1.0
49,66,184550,12,1.0
18,71,151250,9,0.0
57,67,154000,10,0.0
31,76,138150,7,0.0
63,78,120350,6,1.0
28,68,183900,11,0.0
46,71,139300,7,0.0
41,71,210750,15,0.0
61,68,245550,19,1.0
56,67,295300,24,1.0
55,68,291900,23,1.0
31,67,134150,8,0.0
47,65,119600,5,1.0
24,74,139650,9,0.0
44,64,143750,8,0.0
18,71,127600,7,0.0
53,69,196350,14,1.0
35,69,183050,13,1.0
21,71,156400,10,0.0
58,68,184000,13,0.0
38,68,184800,12,1.0
20,70,169450,11,0.0
59,67,145900,9,0.0
18,75,137500,8,0.0
51,68,148200,8,0.0
30,64,203300,15,0.0
36,69,95700,4,0.0
21,70,184400,13,0.0
21,68,116900,6,0.0
41,74,133400,7,1.0
31,73,180650,13,0.0
41,68,97950,5,1.0
30,64,157150,10,0.0
18,63,144950,9,0.0
56,62,263100,20,0.0
28,69,159250,10,0.0
55,66,147700,8,1.0
48,63,140850,8,1.0
62,65,148300,9,0.0
46,82,144800,8,0.0
57,66,84000,3,0.0
43,70,127400,7,0.0
57,63,181550,12,0.0
41,68,160550,9,1.0
41,68,168300,11,0.0
53,65,154750,9,0.0
57,59,151650,9,1.0
46,65,91100,3,1.0
57,67,99850,4,1.0
34,73,138450,8,0.0
62,72,166850,11,1.0
44,70,124000,7,1.0
59,69,184450,13,0.0
62,82,150450,9,1.0
55,73,96750,4,1.0
60,74,179850,12,0.0
23,71,148850,9,0.0
19,69,148100,9,0.0
43,64,215500,15,0.0
41,71,157650,9,1.0
51,70,115150,5,1.0
28,83,99850,5,0.0
48,70,137400,8,1.0
50,68,129850,7,0.0
18,84,130000,7,0.0
58,78,156500,9,1.0
47,71,165000,10,1.0
36,75,115700,6,1.0
38,77,141350,7,0.0
60,71,108850,5,1.0
56,64,203750,15,1.0
26,72,116400,4,0.0
34,76,184300,12,1.0
66,68,154550,10,1.0
59,74,214800,16,1.0
40,72,80050,2,1.0
43,74,126600,6,0.0
66,79,118050,6,1.0
31,68,145750,8,0.0
30,70,147300,9,0.0
31,71,255850,19,0.0
59,65,171750,11,1.0
36,68,170650,11,1.0
56,74,142650,8,1.0
23,60,258150,20,0.0
23,79,160000,11,0.0
61,70,150000,8,1.0
24,65,199250,14,0.0
65,68,285300,23,1.0
21,68,161150,10,0.0
36,68,141900,9,1.0
40,73,160100,11,0.0
66,68,189200,13,1.0
23,76,140600,9,0.0
29,65,113750,5,0.0
29,77,203850,13,0.0
28,76,86200,3,0.0
53,66,121550,6,0.0
55,71,133450,8,1.0
57,78,158750,11,1.0
37,69,163650,10,1.0
33,63,242300,18,0.0
51,76,166750,11,1.0
45,70,80450,2,1.0
42,73,182550,13,1.0
22,57,250150,18,0.0
46,65,227100,17,1.0
58,65,87350,3,1.0
21,75,71750,2,0.0
54,75,158700,10,0.0
55,69,95050,4,1.0
50,69,136800,8,1.0
32,65,75400,2,0.0
27,62,160350,10,0.0
30,78,119250,5,0.0
36,71,112000,6,1.0
39,75,179650,11,1.0
43,67,183150,12,1.0
64,73,251800,20,0.0
40,65,259550,21,0.0
61,67,166550,12,0.0
36,79,102250,4,1.0
63,67,147400,8,1.0
49,71,135750,7,0.0
42,65,107250,5,0.0
52,75,137300,8,1.0
27,70,144900,9,0.0
38,73,117800,6,1.0
33,70,141650,9,0.0
20,75,83500,3,0.0
49,71,80950,1,1.0
34,62,188000,13,0.0
33,70,91900,3,0.0
59,63,219900,15,1.0
46,72,163150,11,0.0
25,64,136500,7,0.0
47,69,260950,20,1.0
67,61,161850,10,1.0
42,69,147150,9,1.0
34,62,121500,7,0.0
21,70,149600,8,0.0
62,68,165450,10,1.0
26,64,149650,9,0.0
62,72,189550,14,1.0
28,73,121450,6,0.0
52,66,249200,19,1.0
31,64,125050,7,0.0
32,73,133550,6,1.0
51,65,149350,9,1.0
52,68,149800,9,0.0
27,71,140600,9,0.0
66,70,132650,8,1.0
64,61,151200,10,0.0
33,71,96250,4,0.0
18,71,148100,8,0.0
23,65,120950,7,0.0
23,70,108000,6,0.0
20,73,136550,8,0.0
31,69,137700,8,1.0
28,76,207850,16,0.0
43,67,133450,8,1.0
44,67,97650,3,1.0
46,70,160700,11,1.0
36,67,118350,6,1.0
34,77,283900,23,0.0
51,65,98000,4,1.0
65,74,97750,5,1.0
39,74,111200,5,1.0
39,76,266150,21,0.0
52,72,217650,16,1.0
60,79,150150,8,1.0
36,72,116550,6,0.0
50,66,140850,9,0.0
37,65,160300,11,1.0
18,63,154850,9,0.0
63,71,239100,18,1.0
57,70,176050,11,1.0
27,64,97500,4,0.0
36,68,139000,9,0.0
41,65,156250,10,0.0
26,74,118600,6,0.0
57,69,180200,11,0.0
39,72,170400,11,1.0
63,77,145100,8,1.0
51,58,212950,15,0.0
54,71,249950,19,1.0
27,74,147000,9,0.0
52,73,164800,10,1.0
27,70,178550,12,0.0
28,78,143250,9,0.0
60,69,179600,11,1.0
50,78,134900,7,0.0
57,64,136600,8,1.0
19,72,122900,6,0.0
43,71,178800,11,1.0
36,68,179700,13,1.0
61,66,206250,15,1.0
50,64,154300,9,1.0
58,71,341100,25,1.0
19,72,189750,14,0.0
27,83,99050,5,0.0
33,65,178850,12,1.0
53,67,98800,4,1.0
47,63,105450,4,1.0
43,66,175100,10,1.0
51,65,115650,4,1.0
67,66,115500,6,1.0
54,74,160700,9,1.0
35,72,140350,8,0.0
63,63,119950,5,1.0
36,72,128050,8,1.0
36,76,113900,6,1.0
20,60,211050,15,0.0
57,61,119900,6,1.0
41,80,208950,15,1.0
62,66,115800,6,0.0
54,78,172200,11,0.0
35,72,84950,3,0.0
53,73,181550,12,0.0
34,77,133050,8,0.0
27,76,252400,18,0.0
26,68,159800,9,0.0
56,72,93250,3,1.0
37,72,227200,16,0.0
21,64,217950,16,0.0
34,77,144150,9,1.0
23,60,145300,8,0.0
57,66,106650,3,1.0
21,67,196050,11,0.0
27,60,275900,22,0.0
38,68,175650,10,1.0
61,62,196850,13,1.0
41,62,139500,7,1.0
26,67,200000,15,0.0
40,68,149250,10,0.0
34,67,112200,6,1.0
34,75,132050,7,0.0
60,72,157650,10,1.0
45,70,163300,10,1.0
30,74,172250,12,1.0
35,73,118150,5,0.0
26,67,179200,13,0.0
30,72,127200,7,0.0
27,68,242500,17,0.0
41,76,346900,28,0.0
47,63,195450,14,0.0
43,75,205250,14,1.0
23,80,152900,9,0.0
42,67,138400,7,1.0
53,67,130100,7,1.0
56,63,95800,4,0.0
22,63,187650,13,0.0
52,78,255650,20,1.0
25,74,124900,5,0.0
34,71,103300,5,0.0
26,64,154050,10,0.0
51,66,127950,7,1.0
20,71,91950,2,0.0
51,75,261300,20,1.0
31,76,104050,4,0.0
39,74,152700,10,0.0
24,79,123150,7,0.0
48,67,168750,10,1.0
25,67,151150,10,0.0
44,62,162150,9,1.0
59,67,157200,10,1.0
45,80,104650,5,1.0
36,72,152100,9,0.0
67,74,120200,6,1.0
62,65,123900,7,1.0
37,59,258100,20,0.0
22,69,69900,1,0.0
21,63,73900,2,0.0
49,74,180600,11,0.0
23,65,198600,12,0.0
65,66,139500,9,1.0
46,69,92950,3,0.0
59,70,205350,15,0.0
22,67,140300,8,0.0
24,66,121100,6,0.0
27,74,157400,10,0.0
23,72,111700,6,0.0
28,67,211150,14,0.0
47,74,87400,3,1.0
58,76,96200,3,1.0
25,71,231600,17,0.0
65,73,117300,6,0.0
20,77,113800,5,0.0
59,64,163150,9,1.0
30,67,137550,8,0.0
41,77,147350,9,0.0
37,68,206800,14,1.0
64,71,128600,7,0.0
47,77,159500,10,0.0
61,71,117200,5,1.0
60,65,152250,8,1.0
49,75,155750,10,1.0
22,65,147500,9,0.0
23,73,133050,7,0.0
45,70,270300,20,1.0
44,66,120150,6,1.0
58,67,98300,4,1.0
60,71,103600,4,1.0
18,72,132300,7,0.0
27,75,169900,10,0.0
50,63,149850,9,1.0
26,73,180900,12,0.0
38,69,144900,9,1.0
22,67,156850,9,0.0
64,66,76150,2,1.0
26,71,90750,3,0.0
44,62,114800,6,0.0
58,75,125000,6,1.0
22,78,125050,7,0.0
58,57,161600,10,1.0
36,73,242900,19,1.0
41,68,164350,11,0.0
27,62,139350,8,0.0
22,86,168050,10,0.0
20,70,146600,9,0.0
35,68,148750,9,0.0
30,73,246950,18,0.0
53,72,99700,5,0.0
24,78,132350,7,0.0
47,68,226450,17,0.0
62,64,212900,15,1.0
25,67,137050,8,0.0
54,70,119950,7,1.0
38,69,159300,11,1.0
32,71,139500,8,1.0
24,67,142850,8,0.0
58,64,162900,10,0.0
18,62,183150,12,0.0
38,68,115150,6,1.0
39,64,179150,12,0.0
34,65,126450,6,0.0
46,75,153500,9,1.0
57,68,152550,10,1.0
65,77,118950,6,0.0
30,76,125450,7,1.0
35,78,149400,9,0.0
41,66,158750,9,1.0
18,73,150050,9,0.0
50,65,133450,8,0.0
21,75,141000,8,0.0
33,62,150550,10,0.0
38,64,110600,5,0.0
38,63,91900,2,1.0
30,81,135900,7,1.0
53,68,237850,18,1.0
59,72,240050,18,1.0
32,69,94150,3,0.0
34,69,305600,25,1.0
63,74,100650,4,0.0
30,67,102450,5,0.0
34,60,170100,10,1.0
27,68,124500,7,0.0
56,76,196900,12,0.0
52,66,188700,14,1.0
44,79,89650,3,0.0
42,68,144800,9,0.0
51,67,119950,7,1.0
58,67,183900,12,0.0
30,74,139100,8,0.0
64,76,140550,8,1.0
67,71,260250,20,1.0
67,66,199100,14,1.0
25,70,151400,9,0.0
65,73,151150,8,0.0
24,72,174900,11,0.0
32,71,117900,6,1.0
52,70,149050,9,1.0
51,70,216600,14,0.0
19,75,213950,16,0.0
46,70,84700,3,1.0
26,76,94450,4,0.0
53,72,85100,2,1.0
58,65,106350,5,1.0
27,70,203700,14,0.0
21,69,214650,15,0.0
64,73,190350,13,0.0
28,77,175400,11,0.0
38,62,173150,11,1.0
20,67,132000,6,0.0
55,68,180500,12,1.0
53,69,149750,9,1.0
63,63,139900,7,1.0
18,80,183800,12,0.0
25,73,152950,10,0.0
33,70,110400,6,0.0
31,67,180200,12,0.0
52,73,201500,15,1.0
33,70,140700,7,0.0
44,64,132450,7,0.0
49,77,223200,16,1.0
56,64,106600,5,1.0
49,70,206950,15,1.0
38,59,150700,9,0.0
64,69,81450,3,1.0
40,67,101600,4,1.0
21,77,114050,5,0.0
62,75,91600,3,1.0
47,66,123050,7,1.0
46,69,132800,8,0.0
49,77,132600,7,1.0
64,63,110300,5,1.0
28,72,194550,14,0.0
57,73,176050,12,0.0
18,71,151500,10,0.0
19,71,183300,12,0.0
25,70,171050,12,0.0
62,82,259400,20,1.0
40,69,112150,5,1.0
50,74,184350,13,1.0
49,76,152200,8,1.0
31,67,260850,19,0.0
48,65,147400,8,0.0
30,74,159000,10,0.0
55,66,168400,11,1.0
26,78,208550,15,0.0
67,62,165100,10,1.0
33,72,150300,9,1.0
36,68,194850,14,0.0
54,72,202100,13,0.0
56,78,129150,7,1.0
19,75,132500,7,0.0
20,77,164050,11,0.0
26,62,164650,10,0.0
21,79,137550,8,0.0
66,75,146900,9,1.0
61,76,163500,9,0.0
45,69,173350,12,1.0
18,79,231900,17,0.0
38,69,204900,15,0.0
28,72,266750,21,0.0
28,65,104050,5,0.0
32,78,205200,15,0.0
48,64,152100,8,0.0
62,68,163050,10,1.0
47,68,183800,13,1.0
66,74,179400,12,0.0
39,65,87950,3,1.0
30,72,214450,16,0.0
53,66,117200,6,1.0
40,67,230000,17,0.0
26,66,87950,3,0.0
52,68,197700,12,1.0
63,65,135600,8,1.0
43,69,171550,12,1.0
45,72,73500,2,1.0
63,77,111000,6,1.0
52,75,133100,8,1.0
51,67,129750,8,1.0
46,64,156000,10,1.0
38,74,222050,16,0.0
67,73,251850,19,1.0
61,71,136950,9,0.0
32,63,141050,8,1.0
54,58,185400,13,1.0
51,66,138000,7,0.0
21,66,190250,13,0.0
54,72,244750,19,1.0
37,68,212700,16,1.0
64,71,158100,10,1.0
18,67,100350,4,0.0
39,71,124550,7,0.0
46,84,125900,7,0.0
28,75,157350,8,0.0
23,69,127500,7,0.0
43,64,218100,16,1.0
20,60,196650,13,0.0
67,78,196300,14,1.0
37,61,104650,5,0.0
27,69,119600,6,0.0
56,71,120000,7,0.0
21,68,97650,4,0.0
29,64,231550,17,1.0
59,68,210150,16,1.0
54,63,110800,5,1.0
49,66,91250,4,0.0
37,66,94650,3,0.0
19,63,151250,9,0.0
38,75,181000,11,1.0
46,63,126800,6,1.0
35,74,179850,12,0.0
54,68,144300,8,0.0
44,67,208350,15,1.0
19,82,160550,10,0.0
49,68,84900,2,1.0
37,84,115350,5,0.0
65,58,96100,4,1.0
47,58,122400,6,0.0
38,74,173250,11,1.0
64,70,130950,7,1.0
49,68,161900,10,1.0
54,67,130300,8,1.0
42,67,89550,2,0.0
66,75,208250,15,0.0
42,61,142450,8,0.0
36,64,152300,9,1.0
55,72,109450,5,1.0
46,67,218750,15,1.0
22,71,169850,11,0.0
28,70,209200,15,0.0
33,77,109600,5,0.0
45,63,262350,20,1.0
42,70,190000,13,1.0
59,65,127300,7,1.0
41,74,171150,11,0.0
52,70,118650,6,0.0
20,70,183000,11,0.0
20,71,66100,1,0.0
23,64,129300,7,0.0
29,64,132450,8,0.0
66,75,138050,7,1.0
45,78,151700,9,1.0
48,67,142000,9,1.0
30,63,113550,6,0.0
30,73,248250,19,0.0
32,74,232000,17,1.0
63,68,104500,5,1.0
31,63,195750,14,0.0
42,70,127150,7,0.0
43,72,152200,9,1.0
37,65,124450,7,1.0
52,78,148750,8,1.0
45,75,90550,3,0.0
32,71,222800,16,0.0
40,74,173100,10,1.0
44,69,184850,13,1.0
20,60,104950,4,0.0
50,64,157000,10,1.0
37,72,226650,17,0.0
23,65,107150,5,0.0
60,83,97450,4,1.0
47,74,119550,5,0.0
44,67,167850,9,1.0
25,68,111000,6,0.0
27,70,139700,8,0.0
43,71,141950,8,1.0
50,75,202850,14,1.0
48,70,139900,8,1.0
63,70,157900,9,1.0
40,74,100650,4,0.0
64,69,135900,8,1.0
30,76,129900,7,0.0
48,65,149800,9,0.0
57,64,202050,14,0.0
35,76,111500,5,0.0
48,71,181400,13,0.0
66,70,124050,7,0.0
32,75,138300,8,1.0
43,71,227300,17,1.0
46,72,196200,13,1.0
46,75,178950,12,0.0
48,85,162100,10,1.0
28,78,106450,5,0.0
55,84,74150,2,1.0
41,79,192650,13,0.0
27,63,172900,11,0.0
29,68,141500,8,0.0
61,74,249900,19,1.0
51,68,137600,7,1.0
34,70,169050,12,1.0
26,79,129550,6,0.0
19,66,127250,7,0.0
62,65,209750,15,1.0
34,82,149100,9,0.0
47,68,161400,10,1.0
43,69,113550,6,1.0
54,64,140000,8,1.0
28,76,171600,12,0.0
40,70,204550,15,0.0
30,74,75400,2,0.0
31,74,206650,15,1.0
33,74,94600,4,1.0
66,67,97950,4,1.0
42,80,126000,7,1.0
60,70,247900,19,1.0
24,68,146150,8,0.0
62,73,152600,9,1.0
28,68,175500,11,0.0
35,64,196500,14,1.0
45,73,180650,13,1.0
62,70,264300,20,1.0
43,75,156800,9,0.0
63,86,136900,7,0.0
18,63,229550,17,0.0
67,68,148300,7,1.0
66,68,181250,12,1.0
56,76,164850,10,0.0
65,69,122500,7,0.0
65,67,117300,6,1.0
31,73,261600,21,1.0
30,73,163150,11,0.0
48,72,135350,7,1.0
28,67,119050,6,0.0
26,69,167750,10,0.0
40,71,126200,6,0.0
43,71,92850,4,1.0
24,68,172000,10,0.0
27,82,175600,11,0.0
27,63,167550,10,0.0
55,69,248000,20,0.0
27,73,136150,8,0.0
48,78,234750,17,1.0
27,64,191300,13,0.0
44,69,87550,4,1.0
30,71,243700,18,0.0
65,67,141050,7,1.0
22,64,161800,10,0.0
53,67,215950,15,1.0
55,70,137250,8,0.0
40,68,137000,8,0.0
57,72,109800,5,0.0
19,68,146300,7,0.0
57,80,187100,13,0.0
58,78,155900,10,1.0
38,68,121200,6,0.0
41,70,182750,13,0.0
22,75,160450,10,0.0
40,71,118900,6,0.0
59,69,195950,13,1.0
62,67,140600,8,1.0
46,74,170250,11,0.0
31,61,144700,9,0.0
20,80,100300,4,0.0
63,67,105000,5,1.0
45,72,118600,7,1.0
66,66,150100,10,1.0
37,68,153350,10,0.0
30,76,233650,18,0.0
30,70,175800,11,0.0
48,67,229700,16,1.0
57,64,216000,15,1.0
43,67,97400,4,1.0
18,70,122650,7,0.0
32,74,157900,10,1.0
58,68,167250,11,1.0
63,70,172600,12,1.0
66,67,143550,8,1.0
28,70,209100,15,0.0
58,67,205050,15,1.0
55,70,126850,7,1.0
53,70,141750,9,1.0
20,70,139700,7,0.0
40,74,178850,12,1.0
41,68,157850,10,1.0
22,66,149900,9,0.0
57,72,265150,21,1.0
29,70,122450,6,0.0
18,66,166450,11,0.0
57,76,143700,9,1.0
50,61,197950,14,1.0
45,65,152050,10,1.0
43,69,154000,10,0.0
63,70,138700,7,1.0
43,71,108950,6,1.0
24,62,181050,12,0.0
67,71,187250,12,1.0
29,72,139750,7,0.0
25,67,97900,4,0.0
23,64,100700,4,0.0
23,78,117900,6,0.0
64,66,95650,4,0.0
47,70,87800,3,0.0
45,74,207150,15,1.0
39,73,119400,6,1.0
29,72,135200,8,0.0
51,73,148150,9,1.0
57,59,168350,12,0.0
64,64,225500,14,1.0
62,80,103350,4,1.0
19,71,142350,7,0.0
49,72,195100,14,1.0
46,69,115100,6,1.0
54,85,107500,5,1.0
25,74,156600,9,0.0
57,67,180400,11,1.0
54,76,143650,8,1.0
60,70,203250,15,1.0
55,66,194600,14,1.0
18,66,199400,15,0.0
52,66,135750,8,0.0
18,75,142400,9,0.0
50,69,147000,8,1.0
54,67,203850,15,1.0
29,80,210250,15,1.0
34,70,148400,9,0.0
53,65,233900,17,1.0
63,76,122850,6,1.0
64,70,119550,7,1.0
67,73,205700,15,1.0
41,61,101150,3,0.0
44,66,150950,8,0.0
38,81,114250,6,1.0
47,71,204550,15,0.0
45,77,155350,10,0.0
67,73,181650,12,1.0
44,67,110350,5,1.0
48,67,128850,7,1.0
31,75,179650,12,1.0
57,72,134900,7,1.0
41,77,187950,13,1.0
31,68,166350,11,0.0
35,65,154200,8,0.0
41,68,105100,5,1.0
49,65,139150,8,1.0
46,74,205000,15,0.0
31,76,121300,6,0.0
47,75,127450,7,1.0
62,61,133700,8,0.0
21,71,99550,4,0.0
49,73,126350,7,0.0
57,64,244300,18,1.0
32,74,93300,4,1.0
41,58,138500,9,1.0
64,69,163350,11,1.0
63,65,172950,12,1.0
61,72,151050,9,1.0
61,68,209400,16,1.0
48,72,124800,7,0.0
20,73,108950,5,0.0
45,66,169050,11,1.0
21,71,161750,10,0.0
64,72,128800,7,1.0
57,73,85200,3,0.0
21,72,97550,4,0.0
19,74,167550,11,0.0
64,73,195850,14,0.0
51,69,142900,8,1.0
64,74,147650,8,1.0
23,75,175250,11,0.0
58,82,174950,11,1.0
40,64,147350,6,1.0
27,66,170000,10,0.0
49,75,74150,2,0.0
38,76,173050,11,1.0
57,71,206050,14,1.0
63,67,185700,12,1.0
55,59,137700,8,1.0
44,72,140000,8,1.0
22,71,130400,8,0.0
65,70,150300,9,1.0
31,64,182300,11,0.0
57,78,192550,14,1.0
39,72,148450,8,1.0
55,63,191850,12,1.0
58,69,100250,4,1.0
64,66,168850,11,1.0
53,68,213600,16,1.0
47,63,173350,12,1.0
53,66,149900,9,1.0
40,68,112100,6,0.0
54,64,271000,19,1.0
23,68,241350,18,0.0
67,69,110200,6,1.0
52,65,142550,8,0.0
28,71,195350,13,0.0
34,67,130500,7,0.0
28,62,214400,14,0.0
63,72,116650,6,1.0
47,59,172200,11,0.0
21,70,152350,10,0.0
34,73,70300,2,1.0
22,67,133150,8,0.0
42,68,287400,23,1.0
50,66,165800,10,1.0
30,66,193800,14,0.0
39,71,176500,12,1.0
23,63,177600,11,0.0
31,78,107500,5,1.0
51,67,216850,16,1.0
67,75,163350,10,1.0
23,81,167800,10,0.0
19,72,158400,9,0.0
29,67,192350,14,0.0
36,75,318550,26,0.0
54,66,164900,11,0.0
29,66,127550,7,1.0
47,68,200250,15,0.0
34,68,122150,6,0.0
65,60,191050,13,1.0
60,72,262750,21,1.0
28,81,138050,8,0.0
36,71,151150,9,1.0
36,80,154300,10,0.0
41,68,146150,9,1.0
65,79,119450,6,0.0
56,80,152100,9,1.0
26,68,209250,15,0.0
27,71,187950,13,0.0
27,83,140850,8,0.0
30,67,226250,15,0.0
18,74,226750,17,0.0
29,69,143850,8,0.0
56,65,118850,5,1.0
19,70,97200,4,0.0
56,67,142500,8,1.0
39,64,125150,6,0.0
63,67,105150,5,1.0
38,73,172650,12,0.0
24,70,156500,9,0.0
18,60,107550,4,0.0
45,73,113100,5,0.0
57,74,165350,10,1.0
64,68,274950,21,0.0
53,71,151050,9,1.0
18,74,148350,9,0.0
51,71,251350,18,0.0
53,69,176300,12,0.0
25,71,127650,7,0.0
47,66,111750,5,1.0
43,64,143800,9,1.0
55,66,108900,5,1.0
37,63,160200,10,1.0
52,71,74650,2,0.0
62,69,249300,19,1.0
66,67,130200,8,0.0
65,72,98400,4,1.0
52,66,151900,10,1.0
26,73,147350,7,0.0
26,67,90350,3,0.0
58,70,194850,13,1.0
48,67,87450,2,1.0
46,72,164700,11,1.0
27,77,222700,17,0.0
39,73,170100,11,0.0
28,65,179450,11,0.0
61,66,141850,8,0.0
61,74,124650,7,0.0
45,61,159350,10,1.0
26,76,110650,5,0.0
22,71,89250,3,0.0
56,72,94550,3,1.0
49,65,150650,8,1.0
58,73,142000,8,0.0
45,66,153700,10,1.0
35,71,117300,6,0.0
30,65,73600,2,0.0
28,63,95250,3,0.0
57,77,97050,3,1.0
64,74,172250,12,1.0
66,66,149450,9,1.0
59,80,129400,7,1.0
51,59,88500,3,0.0
50,74,136650,7,0.0
61,74,121500,7,1.0
22,73,158550,10,0.0
67,69,192200,12,1.0
51,69,138150,7,0.0
57,63,154350,9,1.0
54,63,200200,14,0.0
67,73,216900,16,1.0
37,73,162050,11,0.0
35,77,210100,16,1.0
53,68,93500,4,1.0
36,70,229000,17,0.0
51,75,133850,8,1.0
48,69,129700,6,1.0
54,60,92900,3,1.0
28,68,156250,9,0.0
22,71,172500,12,0.0
27,72,156250,10,0.0
58,72,93750,4,1.0
65,79,96050,3,1.0
25,74,197850,14,0.0
42,72,104700,5,0.0
22,80,122200,7,0.0
20,69,129400,7,0.0
25,66,159100,10,0.0
