budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,60400,"[{""id"": 2646, ""name"": ""bird""}]",en,The Blue Bird,"Set in mid-Europe sometime in the late 18th century where Mytyl (Shirley Temple), the bratty daughter of a woodcutter (Russell Hicks), finds a unique bird in the Royal Forest and selfishly refuses to give it to her sick friend. That night, she is visited in a dream by a fairy named Berylune (Jessie Ralph ) who sends her and her brother Tyltyl (Johnny Russell) to search for the Blue Bird of Happiness. To accompany them, the fairy magically transforms their dog Tylo (Eddie Collins), cat Tylette (Gale Sondergaard), and lantern (""Light"") into human form. The children have a number of adventures. The dream journey makes Mytyl awake as a kinder and gentler girl who has learned to appreciate all the comforts and joys of her home and family.",1.280733,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/19/1940,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,The Blue Bird,6.4,8
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",,43884,"[{""id"": 502, ""name"": ""ambush""}, {""id"": 4100, ""name"": ""british army""}, {""id"": 4268, ""name"": ""fort""}, {""id"": 4278, ""name"": ""invasion""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 11115, ""name"": ""heroism""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 14636, ""name"": ""india""}, {""id"": 156234, ""name"": ""cavalry""}, {""id"": 186009, ""name"": ""tragic death""}, {""id"": 188270, ""name"": ""epic battle""}, {""id"": 204183, ""name"": ""crimea""}, {""id"": 208764, ""name"": ""fianc\u00e9e""}, {""id"": 232235, ""name"": ""brothers""}, {""id"": 238130, ""name"": ""brothers love same woman""}, {""id"": 238196, ""name"": ""the light brigade""}, {""id"": 238197, ""name"": ""horses""}, {""id"": 238198, ""name"": ""british lancers""}, {""id"": 238206, ""name"": ""society ball""}]",en,The Charge of the Light Brigade,"Major Vickers is an Officer in the 27th Lancers in India in 1856. Whilst the regiment is out on manoeuvres, the barracks are attacked by Surat Khan and his soldiers who massacre British women and children. This leaves an inextinguishable memory and Vickers promises to avenge the dead.",2.968235,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/20/1936,2736000,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The reckless lancers sweep on and on - so that a woman's heart might not be broken! You're not fighting a single legion - you're fighting the entire British army, Surat Khan!",The Charge of the Light Brigade,6.8,18
878000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,289,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 470, ""name"": ""spy""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1623, ""name"": ""casablanca""}, {""id"": 1625, ""name"": ""emigration""}, {""id"": 1626, ""name"": ""visa""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1628, ""name"": ""nationalism""}, {""id"": 1631, ""name"": ""concentration camp""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10644, ""name"": ""melodrama""}, {""id"": 195402, ""name"": ""film noir""}]",en,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",43.729123,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/26/1942,10462500,102,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They had a date with fate in Casablanca!,Casablanca,7.9,1422
1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,39833,"[{""id"": 393, ""name"": ""civil war""}]",en,Love Me Tender,Elvis Prestley's first film is a Civil War drama.,1.444258,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/15/1956,9000000,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,HEAR ELVIS SING . . .,Love Me Tender,5.5,21
1000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",,18712,"[{""id"": 11400, ""name"": ""sergeant""}, {""id"": 161244, ""name"": ""iwo jima""}]",en,Sands of Iwo Jima,"The relationship between Sergeant Stryker and a group of rebellious recruits is made difficult by the Sergeant's tough training tactics. At Tarawa, the leathernecks have a chance to see Stryker in action, and begin to appreciate him.",3.851,"[{""name"": ""Republic Pictures (I)"", ""id"": 14317}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/14/1949,7800000,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Great Human Story... Makes A Mighty Motion Picture!!!,Sands of Iwo Jima,6.2,33
910000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,654,"[{""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 15137, ""name"": ""union""}, {""id"": 47079, ""name"": ""dock""}, {""id"": 69467, ""name"": ""longshoreman""}, {""id"": 156151, ""name"": ""pigeon""}]",en,On the Waterfront,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.",16.015599,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Horizon Pictures"", ""id"": 388}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/22/1954,9600000,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Man Lived by the Jungle Law of the Docks!,On the Waterfront,8,357
858000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/bambi,3170,"[{""id"": 5774, ""name"": ""forest""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 18211, ""name"": ""loss of loved one""}]",en,Bambi,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",47.651878,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/14/1942,267447150,70,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A great love story.,Bambi,6.8,1405
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",,905,"[{""id"": 212, ""name"": ""london england""}, {""id"": 585, ""name"": ""casino""}, {""id"": 893, ""name"": ""irony""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4549, ""name"": ""loss of husband""}, {""id"": 14872, ""name"": ""reward""}, {""id"": 154802, ""name"": ""silent film""}]",de,Die Büchse der Pandora,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,1.824184,"[{""name"": ""Nero Films"", ""id"": 4903}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1/30/1929,0,109,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,,Pandora's Box,7.6,45
730000,"[{""id"": 37, ""name"": ""Western""}]",,288,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 11207, ""name"": ""u.s. marshal""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 166552, ""name"": ""quick draw""}, {""id"": 174244, ""name"": ""brawl""}, {""id"": 188907, ""name"": ""street shootout""}]",en,High Noon,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,18.644023,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Stanley Kramer Productions"", ""id"": 893}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/27/1952,8000000,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of a man who was too proud to run.,High Noon,7.6,334
609000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,3080,"[{""id"": 110, ""name"": ""venice""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4345, ""name"": ""tap dancing""}, {""id"": 6415, ""name"": ""stage show""}, {""id"": 7024, ""name"": ""fashion designer""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 15479, ""name"": ""fashion""}, {""id"": 33493, ""name"": ""valet""}, {""id"": 41613, ""name"": ""rapier""}]",en,Top Hat,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",3.898498,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/6/1935,3202000,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,They're Dancing Cheek-To-Cheek Again!,Top Hat,7.4,59
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",,346,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1462, ""name"": ""samurai""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 4631, ""name"": ""looting""}, {""id"": 5329, ""name"": ""rice""}, {""id"": 5330, ""name"": ""fencing""}, {""id"": 5331, ""name"": ""village""}, {""id"": 11426, ""name"": ""moral ambiguity""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 33558, ""name"": ""practice""}, {""id"": 208244, ""name"": ""16th century""}]",ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.",39.756748,"[{""name"": ""Toho Company"", ""id"": 882}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",4/26/1954,271841,207,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The Mighty Warriors Who Became the Seven National Heroes of a Small Town,Seven Samurai,8.2,878
0,[],,380097,[],en,America Is Still the Place,"1971 post civil rights San Francisco seemed like the perfect place for a black Korean War veteran and his family to realize their dream of economic independence and his own chance to be his a ""boss"". Charlie Walker would soon find out how naive he was. In a city full of impostors and naysayers, he refused to take ""No"" for an answer. Until a catastrophic disaster opened a door that had never been open to a black man before. This is a story about what happened when he stepped through that door, with both feet!.",0,[],[],,0,0,[],Released,,America Is Still the Place,0,0
439000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,3062,"[{""id"": 276, ""name"": ""philadelphia""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6415, ""name"": ""stage show""}, {""id"": 14530, ""name"": ""director""}, {""id"": 15142, ""name"": ""broken ankle""}, {""id"": 33926, ""name"": ""chorus line""}, {""id"": 41316, ""name"": ""pet dog""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 163533, ""name"": ""fainting""}, {""id"": 164623, ""name"": ""chorus girl""}, {""id"": 165168, ""name"": ""opening night""}, {""id"": 165171, ""name"": ""crutch""}, {""id"": 165172, ""name"": ""theatrical backer""}, {""id"": 165177, ""name"": ""eviction""}, {""id"": 165184, ""name"": ""show producer""}, {""id"": 165185, ""name"": ""chorine""}, {""id"": 165186, ""name"": ""plaster cast""}, {""id"": 165190, ""name"": ""show must go on""}, {""id"": 165193, ""name"": ""financial crisis""}, {""id"": 165194, ""name"": ""sock on the jaw""}]",en,42nd Street,"A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star.",1.933366,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/2/1933,2281000,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,42nd Street,6.1,37
385907,"[{""id"": 18, ""name"": ""Drama""}]",,3059,"[{""id"": 279, ""name"": ""usa""}, {""id"": 2487, ""name"": ""naivety""}, {""id"": 3010, ""name"": ""intolerance""}, {""id"": 5314, ""name"": ""mill""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 41022, ""name"": ""protestant""}, {""id"": 154802, ""name"": ""silent film""}, {""id"": 171366, ""name"": ""multiple storylines""}, {""id"": 188618, ""name"": ""reformer""}, {""id"": 192032, ""name"": ""saved from hanging""}, {""id"": 223595, ""name"": ""jesus""}]",en,Intolerance,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",3.232447,"[{""name"": ""Triangle Film Corporation"", ""id"": 1307}, {""name"": ""Wark Producing Corp."", ""id"": 1308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/4/1916,8394751,197,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Cruel Hand of Intolerance,Intolerance,7.4,60
379000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,65203,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 156764, ""name"": ""pre-code""}, {""id"": 162487, ""name"": ""wisecrack humor""}, {""id"": 193649, ""name"": ""early sound film""}, {""id"": 215678, ""name"": ""partially lost film""}]",en,The Broadway Melody,"Harriet and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Harriet, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Harriet recognizes, that Eddie is in love with Queenie",0.968865,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/8/1929,4358000,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The pulsating drama of Broadway's bared heart speaks and sings with a voice to stir your soul!,The Broadway Melody,5,19
350000,"[{""id"": 18, ""name"": ""Drama""}]",,389,"[{""id"": 934, ""name"": ""judge""}, {""id"": 1417, ""name"": ""jurors""}, {""id"": 2118, ""name"": ""sultriness""}, {""id"": 2122, ""name"": ""death penalty""}, {""id"": 2123, ""name"": ""father murder""}, {""id"": 2124, ""name"": ""puerto rican""}, {""id"": 2142, ""name"": ""anonymity""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 3772, ""name"": ""heat""}, {""id"": 6040, ""name"": ""group""}, {""id"": 6069, ""name"": ""class""}, {""id"": 6139, ""name"": ""innocence""}, {""id"": 6148, ""name"": ""court""}, {""id"": 33519, ""name"": ""courtroom""}]",en,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",59.259204,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Orion-Nova Productions"", ""id"": 10212}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/25/1957,1000000,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life is in their hands. Death is on their minds.,12 Angry Men,8.2,2078
325000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,3078,"[{""id"": 416, ""name"": ""miami""}, {""id"": 11184, ""name"": ""reference to the big bad wolf""}, {""id"": 12193, ""name"": ""reporter""}]",en,It Happened One Night,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",11.871424,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/22/1934,4500000,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,TOGETHER... for the first time,It Happened One Night,7.7,275
245000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",,3060,"[{""id"": 2504, ""name"": ""world war i""}, {""id"": 154802, ""name"": ""silent film""}]",en,The Big Parade,"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",0.785744,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/5/1925,22000000,151,[],Released,,The Big Parade,7,21
210000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",,35073,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 4079, ""name"": ""lighthouse""}, {""id"": 8721, ""name"": ""arctic""}, {""id"": 10022, ""name"": ""rampage""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 11034, ""name"": ""b movie""}, {""id"": 11100, ""name"": ""giant monster""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 33696, ""name"": ""sea monster""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 156768, ""name"": ""roller coaster""}, {""id"": 161271, ""name"": ""beast""}, {""id"": 223155, ""name"": ""rhedosaurus""}]",en,"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms is a 1953 science fiction film directed by Eugène Lourié and stars Paul Christian, Paula Raymond and Cecil Kellaway with visual effects by Ray Harryhausen. The film is about an atomic bomb test in the Arctic Circle that unfreezes a hibernating fictional dinosaur, a Rhedosaurus, that begins to wreak havoc in New York City.",2.043661,"[{""name"": ""Jack Dietz Productions"", ""id"": 19558}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/13/1953,5000000,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,It's alive !,"The Beast from 20,000 Fathoms",6.7,41
200000,"[{""id"": 35, ""name"": ""Comedy""}]",,43595,"[{""id"": 10229, ""name"": ""singer""}, {""id"": 194846, ""name"": ""night club owner""}]",en,She Done Him Wrong,"New York singer and nightclub owner Lady Lou has more men friends than you can imagine. Unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realising she hasn't exactly been faithful in his absence. Help is at hand in the form of young Captain Cummings a local temperance league leader though.",0.622752,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/9/1933,2200000,66,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mae West gives a 'Hot Time' to the nation!,She Done Him Wrong,5.1,27
0,"[{""id"": 18, ""name"": ""Drama""}]",,48035,"[{""id"": 6150, ""name"": ""faith""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 18070, ""name"": ""religious fundamentalist""}, {""id"": 161534, ""name"": ""pregnant wife""}]",da,Ordet,"How do we understand faith and prayer, and what of miracles? August 1925 on a Danish farm. Patriarch Borgan has three sons: Mikkel, a good-hearted agnostic whose wife Inger is pregnant, Johannes, who believes he is Jesus, and Anders, young, slight, in love with the tailor's daughter. The fundamentalist sect of the girl's father is anathema to Borgan's traditional Lutheranism; he opposes the marriage until the tailor forbids it, then Borgan's pride demands that it happen. Unexpectedly, Inger, who is the family's sweetness and light, has problems with her pregnancy. The rational doctor arrives, and a long night brings sharp focus to at least four views of faith.",3.225189,"[{""name"": ""Palladium Film"", ""id"": 9079}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}]",1/9/1955,0,126,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}]",Released,,Ordet,7.8,65
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,51130,"[{""id"": 9937, ""name"": ""suspense""}, {""id"": 195402, ""name"": ""film noir""}]",en,Open Secret,A couple discovers that their friend has gone missing. Their investigation leads them to believe that anti-semites are behind the disappearance.,0.186401,"[{""name"": ""Marathon Pictures"", ""id"": 20249}, {""name"": ""Harry Brandt Productions"", ""id"": 45137}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/14/1948,0,68,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Pull-No-Punch drama of men chained together by hate!,Open Secret,7,2
