budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,227,"[{""id"": 542, ""name"": ""street gang""}, {""id"": 6272, ""name"": ""children's home""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 14857, ""name"": ""juvenile delinquent""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Outsiders,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",13.455373,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/25/1983,33697647,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,The Outsiders,6.9,291
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,11336,"[{""id"": 732, ""name"": ""coma""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2858, ""name"": ""sacrifice""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10024, ""name"": ""psychopathic killer""}, {""id"": 10170, ""name"": ""premonition""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 14676, ""name"": ""series of murders""}, {""id"": 14742, ""name"": ""psychic""}, {""id"": 15002, ""name"": ""dark hero""}, {""id"": 33505, ""name"": ""gothic""}, {""id"": 41410, ""name"": ""madness""}, {""id"": 187844, ""name"": ""flashback""}]",en,The Dead Zone,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",16.78512,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/21/1983,20766616,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",The Dead Zone,6.9,311
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,15983,[],en,Invasion U.S.A.,A one-man army comes to the rescue of the United States when a spy attempts an invasion.,4.192064,"[{""name"": ""Cannon Films"", ""id"": 4110}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/27/1985,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,America wasn't ready...but HE was!,Invasion U.S.A.,5.3,49
10000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 36, ""name"": ""History""}]",,14729,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 9910, ""name"": ""jesse james""}, {""id"": 222784, ""name"": ""cole younger""}]",en,The Long Riders,"The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",2.959547,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/12/1980,15795189,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,"""All the world likes an outlaw. For some damn reason they remember 'em."" - Jesse James",The Long Riders,6.6,50
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,11507,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 445, ""name"": ""pornography""}, {""id"": 2147, ""name"": ""claustrophobia""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 156391, ""name"": ""peeping tom""}, {""id"": 158436, ""name"": ""porn actress""}, {""id"": 158988, ""name"": ""struggling actor""}, {""id"": 178649, ""name"": ""voyeurism""}, {""id"": 207716, ""name"": ""actor""}]",en,Body Double,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.",9.525626,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Delphi II Productions"", ""id"": 7585}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/25/1984,8801940,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You can't believe everything you see.,Body Double,6.4,137
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",,73247,"[{""id"": 964, ""name"": ""servant""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 14544, ""name"": ""robot""}]",en,Heartbeeps,Heartbeeps stars Andy Kaufman and Bernadette Peters as domestic robots who fall in love and run off together.,0.518056,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/18/1981,2154696,79,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Meet a modern nuclear family unlike any other.,Heartbeeps,3.8,6
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,27342,"[{""id"": 591, ""name"": ""cia""}, {""id"": 782, ""name"": ""assassin""}]",en,Malone,"Erstwhile C.I.A. assassin Richard Malone hopes for a tranquil retirement in the placid Pacific Northwest, but what he gets is a rumble with a right-wing extremist plotting a secret revolution. Adapted from the novel ""Shotgun,"" by William Wingate.",1.610132,"[{""name"": ""Orion Pictures"", ""id"": 41}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/1/1987,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Ex-Cop, Ex-CIA, Explosive",Malone,6.8,15
14000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,47890,"[{""id"": 487, ""name"": ""cairo""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1949, ""name"": ""pyramid""}, {""id"": 2598, ""name"": ""museum""}, {""id"": 2904, ""name"": ""mummy""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 192125, ""name"": ""egyptologist""}, {""id"": 223344, ""name"": ""archeologist""}]",en,Sphinx,"Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse!",0.310513,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""S & L Films"", ""id"": 78905}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/11/1981,439564,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Someone is hunting tourists out of season.,Sphinx,6,2
9500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/,667,"[{""id"": 212, ""name"": ""london england""}, {""id"": 233, ""name"": ""japan""}, {""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 746, ""name"": ""vulkan""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1293, ""name"": ""asia""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 2770, ""name"": ""war ship""}, {""id"": 3075, ""name"": ""ninja fighter""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3284, ""name"": ""phantom""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3346, ""name"": ""sumo ringer""}, {""id"": 3347, ""name"": ""volcano""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 9882, ""name"": ""space""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 222423, ""name"": ""blast""}]",en,You Only Live Twice,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,28.675891,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6/12/1967,111584787,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,6.5,531
10500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10306,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 15001, ""name"": ""demon""}]",en,Poltergeist III,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?",11.225044,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/10/1988,14144000,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's found her.,Poltergeist III,4.5,123
9400000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,11576,"[{""id"": 271, ""name"": ""competition""}, {""id"": 378, ""name"": ""prison""}, {""id"": 387, ""name"": ""california""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 3923, ""name"": ""humor""}, {""id"": 6310, ""name"": ""national park""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9253, ""name"": ""slapstick""}, {""id"": 10594, ""name"": ""money""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 40870, ""name"": ""race""}, {""id"": 179507, ""name"": ""cash""}, {""id"": 230809, ""name"": ""planes""}, {""id"": 232607, ""name"": ""funny""}]",en,"It's a Mad, Mad, Mad, Mad World","A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.",14.562991,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Casey Productions"", ""id"": 8040}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/7/1963,60000000,163,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The biggest entertainment ever to rock the screen with laughter!,"It's a Mad, Mad, Mad, Mad World",7,140
9300000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",,11827,"[{""id"": 391, ""name"": ""flying car""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 5540, ""name"": ""heavy metal""}, {""id"": 10471, ""name"": ""cult favorite""}, {""id"": 11487, ""name"": ""midnight movie""}, {""id"": 11494, ""name"": ""drug use""}, {""id"": 161919, ""name"": ""adult animation""}]",en,Heavy Metal,"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",12.928269,"[{""name"": ""Canadian Film Development Corporation (CFDC)"", ""id"": 4952}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",8/7/1981,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,A Step Beyond Science Fiction,Heavy Metal,6.2,148
11000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",https://www.facebook.com/alienanthology/,348,"[{""id"": 803, ""name"": ""android""}, {""id"": 1825, ""name"": ""countdown""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1828, ""name"": ""space suit""}, {""id"": 1829, ""name"": ""beheading""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6016, ""name"": ""biology""}, {""id"": 7956, ""name"": ""cowardice""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 157634, ""name"": ""parasite""}, {""id"": 181034, ""name"": ""h. r. giger""}, {""id"": 226177, ""name"": ""xenomorph""}]",en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",94.184658,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",5/25/1979,104931801,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,In space no one can hear you scream.,Alien,7.9,4470
85000,"[{""id"": 27, ""name"": ""Horror""}]",,30497,"[{""id"": 1420, ""name"": ""gas station""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 4580, ""name"": ""van""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11487, ""name"": ""midnight movie""}, {""id"": 11541, ""name"": ""surprise ending""}, {""id"": 11542, ""name"": ""shock in the end""}, {""id"": 11545, ""name"": ""leatherface""}, {""id"": 11546, ""name"": ""hitchhiker""}, {""id"": 11547, ""name"": ""slaughterhouse""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 18035, ""name"": ""family""}, {""id"": 33874, ""name"": ""polaroid""}, {""id"": 230137, ""name"": ""cannibals""}, {""id"": 233450, ""name"": ""proto-slasher""}]",en,The Texas Chain Saw Massacre,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,29.262427,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Vortex"", ""id"": 1197}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/1/1974,30859000,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who will survive and what will be left of them?,The Texas Chain Saw Massacre,7.2,590
9000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,14811,"[{""id"": 941, ""name"": ""tradition""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 7329, ""name"": ""pogrom""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 11701, ""name"": ""milkman""}, {""id"": 11703, ""name"": ""russian orthodox church""}, {""id"": 11704, ""name"": ""judaism""}, {""id"": 11705, ""name"": ""tavern""}, {""id"": 11706, ""name"": ""constable""}, {""id"": 11707, ""name"": ""suitor""}, {""id"": 11709, ""name"": ""russian soldier""}, {""id"": 164460, ""name"": ""elopement""}]",en,Fiddler on the Roof,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.",7.623979,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Cartier Productions"", ""id"": 10154}, {""name"": ""Mirisch Corporation, The"", ""id"": 13219}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/3/1971,83304330,181,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,To Life!,Fiddler on the Roof,7.4,134
5500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/2009/Thunderball/,660,"[{""id"": 90, ""name"": ""paris""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 2533, ""name"": ""fighter pilot""}, {""id"": 3179, ""name"": ""sanatorium""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 3343, ""name"": ""coral reef""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 155334, ""name"": ""scuba""}, {""id"": 156095, ""name"": ""british secret service""}]",en,Thunderball,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,31.036,"[{""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/16/1965,141195658,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Look up!  Look down!  Look out!,Thunderball,6.5,562
9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10585,"[{""id"": 1419, ""name"": ""gun""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 33630, ""name"": ""doll""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 201120, ""name"": ""ginger""}]",en,Child's Play,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed with the soul of a serial killer.",27.600843,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/8/1988,44196684,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Chucky is one mean S.O.B.,Child's Play,6.3,581
40600000,"[{""id"": 35, ""name"": ""Comedy""}]",,1621,"[{""id"": 5570, ""name"": ""christmas tree""}, {""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 5628, ""name"": ""broker""}, {""id"": 5642, ""name"": ""beggar""}, {""id"": 7597, ""name"": ""dollar""}, {""id"": 11411, ""name"": ""wager""}, {""id"": 11860, ""name"": ""fish out of water""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 160478, ""name"": ""commodities""}, {""id"": 160483, ""name"": ""investor""}, {""id"": 160486, ""name"": ""big shot""}, {""id"": 160488, ""name"": ""hoodlum""}, {""id"": 160497, ""name"": ""wrongful arrest""}, {""id"": 160500, ""name"": ""santa hat""}]",en,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,34.022209,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cinema Group Ventures"", ""id"": 11142}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/7/1983,90400000,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,Some very funny business.,Trading Places,7.1,738
9000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",,10705,"[{""id"": 497, ""name"": ""shakespeare""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 155453, ""name"": ""gritty""}, {""id"": 161257, ""name"": ""medieval""}, {""id"": 186686, ""name"": ""king of england""}]",en,Henry V,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,4.641006,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Samuel Goldwyn Company"", ""id"": 798}, {""name"": ""Renaissance Films"", ""id"": 3102}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/5/1989,0,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The great adventure of a king who defied the odds to prove himself a man.,Henry V,7.4,71
9000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}]",,10179,"[{""id"": 526, ""name"": ""rebel""}, {""id"": 3386, ""name"": ""space war""}, {""id"": 4237, ""name"": ""water""}, {""id"": 196377, ""name"": ""sci-fi comedy""}]",en,The Ice Pirates,"The time is the distant future, where by far the most precious commodity in the galaxy is water. The last surviving water planet was somehow removed to the unreachable centre of the galaxy at the end of the galactic trade wars. The galaxy is ruled by an evil emperor (John Carradine) presiding over a trade oligarchy that controls all mining and sale of ice from asteroids and comets.",3.810697,"[{""name"": ""JF Productions"", ""id"": 3893}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/16/1984,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A totally SPACED adventure! ...You have to be there to see it.,The Ice Pirates,5.7,49
5000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,9671,"[{""id"": 242, ""name"": ""new york""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 5159, ""name"": ""tourist""}, {""id"": 5641, ""name"": ""limousine""}, {""id"": 8723, ""name"": ""poacher""}, {""id"": 14828, ""name"": ""city""}, {""id"": 193760, ""name"": ""australian outback""}, {""id"": 208662, ""name"": ""kangaroo""}]",en,Crocodile Dundee,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",16.072466,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rimfire Films"", ""id"": 15081}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",9/26/1986,328203506,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's a little of him in all of us.,Crocodile Dundee,6.3,503
8500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",,1547,"[{""id"": 542, ""name"": ""street gang""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 5451, ""name"": ""comic book""}, {""id"": 5532, ""name"": ""boardwalk""}, {""id"": 9457, ""name"": ""single""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 157499, ""name"": ""mother son relationship""}]",en,The Lost Boys,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,24.750909,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/31/1987,32222567,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,The Lost Boys,6.8,538
9250000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,16323,"[{""id"": 14964, ""name"": ""drug""}, {""id"": 18001, ""name"": ""rock band""}, {""id"": 160765, ""name"": ""roses""}]",en,The Rose,"Midler is the rock-and-roll singer Mary Rose Foster (known as the Rose to her legions of fans), whose romantic relationships and mental health are continuously imperiled by the demands of life on the road.",7.000949,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/7/1979,29174648,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"She gave and gave, until she had nothing left to give",The Rose,6.8,28
9000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",,8069,"[{""id"": 9835, ""name"": ""sexual fantasy""}, {""id"": 10158, ""name"": ""alien planet""}, {""id"": 11239, ""name"": ""distant future""}, {""id"": 165580, ""name"": ""cult classic""}, {""id"": 191144, ""name"": ""female mercenary""}]",en,Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",14.171759,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Dino de Laurentiis Cinematografica"", ""id"": 1216}, {""name"": ""Marianne Productions"", ""id"": 1497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/10/1968,2500000,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,See Barbarella do her thing!,Barbarella,5.7,146
