accepted,creditscore,amount,age,marital,health_ins,creditgrade
1,361,17291079,31,1,1,A
1,369,20551433,38,0,1,A
1,364,22914868,43,1,1,A
1,363,11099286,56,1,0,A
1,389,4756639,24,1,0,A
1,383,9000261,65,1,0,A
1,390,4070505,53,0,0,A
1,377,3357377,90,0,1,A
1,370,4333012,44,1,1,A
1,371,8157712,28,1,0,A
1,391,13542688,81,0,0,A
1,382,3743164,75,1,0,A
1,378,4040884,70,1,1,A
1,380,4581824,77,0,1,A
1,392,35380571,29,1,1,A
1,358,24397185,29,1,1,A
1,361,57401189,41,1,0,A
1,392,8956473,68,1,1,A
1,380,22451524,25,1,1,A
1,386,18926945,26,0,0,A
1,380,37499797,43,1,1,A
1,398,2999686,23,1,1,A
1,379,7945040,19,0,0,A
1,382,5072102,18,1,0,A
1,396,24521494,46,1,1,A
1,391,21241500,41,1,1,A
1,391,6998907,51,1,0,A
1,363,1090961,66,1,1,A
1,396,9723254,22,1,1,A
1,376,1504847,74,1,0,A
1,357,11990018,18,1,0,A
1,399,23283347,47,1,1,A
1,373,18350041,43,1,1,A
1,382,14348366,38,1,1,A
1,381,12315806,18,1,0,A
1,388,40341074,35,1,0,A
1,382,3747865,39,1,0,A
1,374,42998137,38,1,0,A
1,396,7294069,78,1,0,A
1,369,962549,72,1,0,A
1,387,25835021,45,1,1,A
1,365,8946572,67,1,0,A
1,369,33836867,48,1,0,A
1,366,3236692,42,1,1,A
1,381,59229523,35,1,0,A
1,388,52771483,43,0,1,A
1,400,11455469,80,0,1,A
1,364,3224231,56,1,1,A
1,357,11762812,23,0,0,A
1,367,47423561,43,1,0,A
1,390,6085362,60,1,0,A
1,394,3120284,52,0,1,A
1,387,51065205,35,1,0,A
1,380,6526614,66,1,0,A
1,370,12727705,75,1,1,A
1,373,6175121,90,0,1,A
1,386,2995603,53,0,0,A
1,372,51166799,39,1,1,A
1,394,6910689,58,1,0,A
1,367,9411267,67,1,0,A
1,385,9071596,53,1,0,A
1,381,8546635,70,1,0,A
1,369,5410952,58,1,0,A
1,378,38323315,31,1,1,A
1,372,11888723,75,1,0,A
1,374,19310273,35,1,0,A
1,384,7780731,85,0,1,A
1,374,11850281,18,1,0,A
1,391,46553264,36,1,1,A
1,372,5342611,88,0,0,A
1,393,923851,66,1,1,A
1,374,18186340,32,1,0,A
1,396,46821625,28,0,0,A
1,390,2388033,86,0,1,A
1,371,6329501,75,1,1,A
1,387,37342175,40,1,0,A
1,354,13652488,23,1,0,A
1,367,777327,83,0,0,A
1,381,8103569,79,0,1,A
1,380,8452578,82,0,1,A
1,363,14348548,59,1,1,A
1,373,55267921,25,0,0,A
1,370,6894275,60,0,1,A
1,376,8830088,64,1,1,A
1,353,6634658,74,0,1,A
1,370,5311522,72,1,1,A
1,363,7003747,75,1,1,A
1,364,8615143,77,1,1,A
1,356,27163375,30,1,0,A
1,397,7302827,79,0,0,A
1,389,2091003,83,0,0,A
1,365,38904635,28,1,1,A
1,378,13736832,53,1,1,A
1,374,30525043,41,1,0,A
1,361,10491899,89,0,0,A
1,393,12978606,34,1,0,A
1,372,1876009,58,0,1,A
1,390,13611848,58,1,0,A
1,368,63872991,44,1,1,A
1,375,18333926,32,1,0,A
1,373,41424536,36,1,0,A
1,358,9585619,70,1,1,A
1,384,10060092,68,1,1,A
1,359,11719688,21,1,0,A
1,369,7089705,20,0,0,A
1,397,5661344,73,1,1,A
1,369,8787875,59,1,0,A
1,385,59736266,37,1,1,A
1,359,13720045,74,1,0,A
1,375,6460312,19,1,0,A
1,397,26564234,30,0,0,A
1,382,9781187,75,1,1,A
1,386,49679991,41,0,0,A
1,363,1843365,18,1,0,A
1,381,59956100,32,0,0,A
1,354,10141741,80,0,1,A
1,371,7585587,47,1,0,A
1,391,35608934,50,1,1,A
1,368,22312492,37,1,0,A
1,375,10918971,65,0,1,A
1,355,53552140,39,1,0,A
1,381,12936955,25,1,1,A
1,360,10697352,81,0,1,A
1,397,8211601,68,1,0,A
1,379,5315498,65,1,1,A
1,383,13877060,29,1,0,A
1,374,5581944,18,1,0,A
1,380,14767814,77,1,1,A
1,388,13138189,83,0,1,A
1,399,8721446,53,1,1,A
1,390,11647214,84,0,1,A
1,384,9855132,48,0,0,A
1,397,10046356,69,0,1,A
1,374,5905033,61,0,0,A
1,394,3105187,61,1,0,A
1,389,607617,53,1,0,A
1,362,52083106,29,1,1,A
1,390,6518610,51,1,0,A
1,397,5017412,80,0,0,A
1,357,8106754,57,1,0,A
1,387,69682914,33,1,1,A
1,370,7269946,54,1,0,A
1,359,36942575,42,0,0,A
1,370,12329031,78,1,1,A
1,393,2497985,19,1,1,A
1,379,42424661,27,1,1,A
1,387,5174098,65,1,1,A
1,371,2881629,89,0,1,A
1,398,1753084,56,0,0,A
1,372,4579067,42,1,0,A
1,355,5716642,20,1,0,A
1,372,11131006,76,1,0,A
1,363,10397179,51,0,0,A
1,398,37865918,26,0,1,A
1,393,2467444,19,1,1,A
1,380,2117566,22,1,1,A
1,364,3702796,59,1,0,A
1,354,10091325,21,1,1,A
1,356,2371904,20,1,0,A
1,355,4563286,72,1,0,A
1,372,8255307,84,0,0,A
1,354,7169190,85,0,0,A
1,370,31913184,47,1,1,A
1,358,14499218,20,1,1,A
1,382,4799391,75,1,0,A
1,372,14183966,50,1,1,A
1,369,59845212,39,1,1,A
1,394,30513981,41,0,1,A
1,397,52392165,25,1,0,A
1,368,14255260,60,1,1,A
1,388,60524879,43,1,0,A
1,360,55008787,48,0,1,A
1,365,12766138,68,1,1,A
1,383,1785442,51,1,0,A
1,366,4168096,71,1,1,A
1,366,3041101,84,0,0,A
1,386,34719827,43,1,1,A
1,354,14203707,90,0,1,A
1,375,1949021,60,1,0,A
1,357,10256832,52,1,0,A
1,397,10645617,77,0,0,A
1,369,5656870,66,1,0,A
1,381,3736328,59,1,0,A
1,394,5083934,82,0,0,A
1,373,1553826,76,1,0,A
1,354,13765662,70,1,0,A
1,384,1290739,88,0,1,A
1,398,2484737,72,1,0,A
1,395,3318633,74,1,1,A
1,395,14086312,61,1,1,A
1,371,40624314,45,1,0,A
1,390,1139629,59,1,0,A
1,365,55527823,47,1,0,A
1,393,4027035,89,0,0,A
1,379,7392182,23,0,1,A
1,363,9962711,40,1,1,A
1,375,43000204,36,1,1,A
1,373,28266489,39,1,0,A
1,364,7013250,75,1,1,A
1,378,4929019,40,1,0,A
1,369,10318416,56,1,0,A
1,374,14751861,66,1,0,A
1,354,20896188,26,1,1,A
1,398,11845718,64,1,0,A
1,399,12467474,80,0,0,A
1,361,33744674,49,1,1,A
1,374,5813222,82,0,1,A
1,388,12689494,86,0,1,A
1,380,22883197,31,1,0,A
1,365,12077687,84,0,1,A
1,381,26575893,49,1,1,A
1,355,3228974,22,0,1,A
1,375,31747863,43,1,0,A
1,353,26315360,42,1,0,A
1,370,8334013,72,1,0,A
1,384,7139785,72,1,0,A
1,361,11389289,69,1,1,A
1,369,8662431,57,1,1,A
1,370,16656120,36,1,1,A
1,367,2684377,80,0,1,A
1,364,6159910,86,0,1,A
1,366,3889328,81,0,0,A
1,354,56610797,47,1,1,A
1,374,3679276,83,0,0,A
1,369,2362618,84,0,0,A
1,389,7711434,64,1,0,A
1,362,20391319,30,1,0,A
1,366,21186405,48,1,0,A
1,370,7500975,51,1,0,A
1,371,55426999,39,1,0,A
1,383,13176702,62,1,1,A
1,387,1426393,61,1,1,A
1,391,63970061,35,1,0,A
1,376,12354056,51,1,0,A
1,374,1082234,60,1,1,A
1,363,1348677,90,0,1,A
1,369,13606892,76,1,1,A
1,354,13293560,77,1,0,A
1,355,11118445,73,1,1,A
1,397,22175279,36,0,0,A
1,378,14017324,88,0,1,A
1,381,41425153,35,0,1,A
1,372,12677835,21,1,0,A
1,356,41019818,38,1,1,A
1,374,8544858,54,1,1,A
1,357,11816021,63,1,0,A
1,371,5853031,58,1,1,A
1,369,59069031,30,1,0,A
1,382,4930201,72,1,0,A
1,360,7974570,64,1,0,A
1,375,10381640,24,1,0,A
1,366,1846791,62,1,1,A
1,382,36200614,37,1,0,A
1,376,3737008,20,1,0,A
1,384,32011383,32,1,0,A
1,397,13882817,70,1,0,A
1,383,3495972,65,1,0,A
1,392,564005,80,0,0,A
1,393,10809028,77,1,1,A
1,354,7132783,32,1,0,A
1,358,4180990,68,1,0,A
1,384,4507185,86,0,0,A
1,379,13409921,56,1,0,A
1,372,7163694,54,1,0,A
1,371,9604968,22,1,1,A
1,358,7956463,75,1,0,A
1,398,3121564,80,0,1,A
1,353,61826422,42,0,1,A
1,387,11033231,56,1,1,A
1,359,1506615,31,1,0,A
1,370,12226504,90,0,1,A
1,358,9508818,88,0,1,A
1,372,7250264,83,0,1,A
1,358,14145569,90,0,1,A
1,371,9523606,82,0,1,A
1,370,1451871,31,1,1,A
1,364,2918646,62,0,1,A
1,373,29488074,48,0,1,A
1,391,10519580,50,0,1,A
1,380,3932121,61,0,1,A
1,393,14180910,23,1,0,A
1,400,54868641,42,1,1,A
1,354,9308620,39,0,0,A
1,375,48465971,46,0,0,A
1,365,14554854,76,1,1,A
1,356,30225267,50,1,1,A
1,395,13092206,61,1,0,A
1,373,45727175,30,1,0,A
1,364,8962575,88,0,1,A
1,368,54553140,27,1,0,A
1,363,6715297,72,1,1,A
1,387,43793338,36,0,0,A
1,400,5615838,65,0,1,A
1,362,4933112,87,0,0,A
1,397,11575983,59,1,1,A
1,372,30772771,39,1,1,A
1,389,37978965,43,1,1,A
1,375,7186781,74,1,1,A
1,370,1481087,68,1,1,A
1,369,12581073,68,1,0,A
1,354,6812456,22,1,1,A
1,372,13218015,61,1,0,A
1,394,718921,68,1,1,A
1,383,66399120,44,1,1,A
1,387,24290699,48,1,1,A
1,389,7637916,70,1,0,A
1,389,6152481,18,1,1,A
1,353,11032264,50,0,0,A
1,380,646684,67,1,1,A
1,371,14419185,62,0,1,A
1,384,2536661,52,1,0,A
1,361,12532012,37,1,0,A
1,356,7578384,28,0,0,A
1,381,39791855,26,1,1,A
1,360,5647366,69,1,0,A
1,399,5616283,83,0,0,A
1,372,7415850,23,1,0,A
1,363,47790002,26,1,1,A
1,381,617767,54,1,1,A
1,373,12386517,59,1,0,A
1,363,21522395,49,1,1,A
1,386,2016664,73,1,0,A
1,376,7765899,56,1,1,A
1,391,57738532,26,1,1,A
1,387,60573721,34,1,1,A
1,390,57389120,43,1,0,A
1,353,13949893,52,1,1,A
1,356,62666807,41,1,1,A
1,392,17384331,26,0,1,A
1,369,65240813,50,1,0,A
1,374,10583540,22,1,0,A
1,362,8454625,79,0,1,A
1,373,7447755,19,1,0,A
1,364,7026777,41,1,0,A
1,374,11788618,77,0,1,A
1,395,3622743,54,1,0,A
1,388,4849391,21,1,1,A
1,368,13488868,83,0,1,A
1,383,54172169,29,1,1,A
1,356,6000882,73,0,1,A
1,376,2862800,55,1,0,A
1,383,9849394,52,1,1,A
1,390,9781719,61,1,1,A
1,357,6306398,23,1,1,A
1,354,6244527,61,1,1,A
1,394,11970166,70,1,0,A
1,371,9548188,54,1,1,A
1,386,13339029,67,1,1,A
1,353,3621696,18,1,0,A
1,358,2017715,20,1,1,A
1,384,13908969,67,1,0,A
1,375,9103982,72,1,1,A
1,356,8838359,24,1,0,A
1,383,973115,74,1,0,A
1,393,13187490,59,1,1,A
1,364,11035038,53,1,0,A
1,363,10028655,61,0,1,A
1,389,3731083,63,1,1,A
1,399,18768027,30,1,0,A
1,363,3471241,65,1,1,A
1,380,28652333,34,1,0,A
1,379,3309783,63,0,0,A
1,383,14574920,83,0,0,A
1,400,3963114,63,1,1,A
1,368,7165618,18,1,1,A
1,354,12792550,26,1,0,A
1,371,7859077,81,0,0,A
1,387,3435004,33,1,0,A
1,357,18898186,29,1,0,A
1,389,35467317,42,1,1,A
1,363,64657111,27,1,0,A
1,366,6061387,25,1,0,A
1,376,4873015,71,1,0,A
1,364,29729477,44,1,1,A
1,395,6960042,76,1,0,A
1,356,17062926,28,1,1,A
1,360,2899078,86,0,0,A
1,400,65309342,27,1,1,A
1,358,64954656,26,1,1,A
1,391,7595355,27,1,1,A
1,397,4238447,87,0,0,A
1,396,14740597,79,0,0,A
1,395,2186547,18,1,1,A
1,377,8111819,88,0,1,A
1,373,64487939,32,1,0,A
1,382,580029,73,1,0,A
1,396,8634110,72,1,1,A
1,388,11027112,67,1,0,A
1,389,8356719,19,1,1,A
1,368,51520145,38,1,0,A
1,377,3344212,73,1,0,A
1,384,3945134,58,1,0,A
1,381,37334181,29,0,0,A
1,389,8033427,27,1,1,A
1,360,1792559,71,1,1,A
1,358,64433887,31,1,1,A
1,366,13286712,72,1,1,A
1,384,57052758,40,1,1,A
1,384,5046647,29,0,0,A
1,399,4812291,39,1,0,A
1,393,12570426,35,1,0,A
1,372,8913760,52,1,0,A
1,364,5618060,24,1,0,A
1,392,40807249,35,1,0,A
1,378,4506712,24,1,1,A
1,389,5821006,85,0,1,A
1,369,7057787,83,0,0,A
1,374,11966857,86,0,1,A
1,373,12952079,59,1,1,A
1,385,20567822,49,1,0,A
1,387,43802831,47,1,0,A
1,379,51151297,33,1,1,A
1,391,40962774,48,1,1,A
1,380,11679904,22,1,1,A
1,397,22515809,45,1,0,A
1,372,14543607,76,1,1,A
1,397,3971547,53,1,1,A
1,364,61306135,50,1,0,A
1,385,9241283,43,1,1,A
1,364,7826640,24,1,0,A
1,387,3039300,79,0,0,A
1,393,55669030,35,1,0,A
1,395,13985968,24,1,1,A
1,360,2351254,77,1,1,A
1,398,41910756,46,0,1,A
1,369,4463822,55,1,0,A
1,387,950963,83,0,1,A
1,389,2744304,56,1,0,A
1,391,3089789,22,1,0,A
1,392,2472695,19,1,1,A
1,363,61586815,35,1,1,A
1,364,17329009,43,1,1,A
1,366,1150203,22,0,0,A
1,356,6844242,31,1,0,A
1,361,21254354,26,1,0,A
1,374,4224595,64,1,0,A
1,378,8016430,25,1,0,A
1,360,41389141,31,1,1,A
1,363,11150584,19,1,0,A
1,400,2433698,86,0,0,A
1,386,3331385,23,1,1,A
1,362,10520774,68,1,1,A
1,399,6284942,23,1,1,A
1,385,10662858,67,1,0,A
1,390,41404663,44,1,1,A
1,376,47551463,36,1,1,A
1,368,6945733,24,0,1,A
1,357,35471107,37,1,1,A
1,398,56895240,34,1,0,A
1,364,51232147,37,1,1,A
1,395,13418240,22,1,1,A
1,361,49973035,29,1,0,A
1,371,5880039,77,1,0,A
1,364,22223235,46,1,0,A
1,379,10678926,85,0,1,A
1,375,3602794,87,0,1,A
1,368,49064622,46,1,0,A
1,387,2602073,48,1,0,A
1,399,37543293,43,1,0,A
1,387,29541398,26,1,0,A
1,374,20327476,32,1,0,A
1,388,56433085,32,1,0,A
1,368,25537091,26,1,1,A
1,393,7663538,67,1,0,A
1,390,24094565,40,1,0,A
1,363,11122077,85,0,1,A
1,375,8379489,84,0,0,A
1,361,777117,84,0,0,A
1,388,12847939,70,1,1,A
1,371,6486040,67,1,0,A
1,361,5733391,86,0,1,A
1,372,4452066,74,0,1,A
1,364,20615125,34,1,0,A
1,381,4987658,19,1,0,A
1,399,10930734,63,0,0,A
1,376,14548908,19,1,1,A
1,391,508501,20,1,1,A
1,364,40713071,43,1,0,A
1,386,61374138,27,1,1,A
1,400,5515061,58,0,0,A
1,361,10505773,53,1,1,A
1,392,15362661,42,0,0,A
1,356,51995712,38,1,0,A
1,390,11940924,88,0,0,A
1,374,13750541,87,0,0,A
1,384,5367496,89,0,0,A
1,369,2448200,19,1,0,A
1,396,6921093,22,1,1,A
1,373,2553859,40,1,1,A
1,368,11788100,62,0,0,A
1,370,10148941,52,1,0,A
1,396,3791909,63,1,0,A
1,400,11733295,87,0,1,A
1,358,2812648,68,1,1,A
1,359,68024394,41,1,1,A
1,378,8968398,36,1,0,A
1,386,50592589,46,1,1,A
1,365,13811452,82,0,1,A
1,386,12435034,81,0,1,A
1,361,14947053,52,1,0,A
1,371,14533047,65,1,0,A
1,390,14283935,51,0,0,A
1,392,67797108,37,1,0,A
1,381,13521050,52,1,0,A
1,391,9668021,82,0,1,A
1,387,2639877,60,0,1,A
1,380,8466781,51,0,1,A
1,389,9394678,52,1,1,A
1,394,7574242,61,1,1,A
1,392,12010750,82,0,0,A
1,370,22569252,50,1,0,A
1,393,12566725,19,0,1,A
1,385,2953893,54,1,1,A
1,388,51008103,50,1,0,A
1,362,10934101,62,0,0,A
1,374,9573160,70,1,0,A
1,368,11511216,67,1,0,A
1,396,38360808,40,1,1,A
1,364,8583383,45,1,1,A
1,355,22636998,28,1,0,A
1,390,12684202,84,0,1,A
1,376,64474860,27,1,0,A
1,353,4003122,83,0,1,A
1,389,62189952,39,1,0,A
1,371,667221,85,0,1,A
1,388,28091686,28,1,0,A
1,364,2919456,43,1,1,A
1,369,4133306,76,1,1,A
1,388,24288788,26,1,0,A
1,376,14082953,83,0,1,A
1,368,6059509,23,1,0,A
1,353,6766390,54,1,1,A
1,353,1425173,77,1,1,A
1,396,8668466,22,1,0,A
1,380,11295641,52,1,0,A
1,394,5987899,83,0,1,A
1,373,13275277,81,0,0,A
1,393,12288025,87,0,1,A
1,388,1163998,63,0,1,A
1,360,1150799,49,1,1,A
1,353,7998394,68,1,1,A
1,360,6979595,19,1,0,A
1,378,30230252,40,1,0,A
1,392,8370355,73,0,1,A
1,374,7851602,59,0,0,A
1,397,57252955,27,1,0,A
1,356,8765015,55,1,1,A
1,386,38674530,26,0,0,A
1,383,13017748,83,0,1,A
1,384,1319392,79,0,1,A
1,381,8849014,24,1,0,A
1,371,25706011,31,1,0,A
1,394,7014151,82,0,0,A
1,363,14002351,79,0,1,A
1,400,26205192,46,1,1,A
1,398,49030783,36,1,1,A
1,394,2152835,64,1,1,A
1,355,9100597,68,1,1,A
1,360,5930677,90,0,0,A
1,395,24820282,26,1,1,A
1,373,24264866,35,1,0,A
1,360,9127509,66,1,0,A
1,383,11103219,66,1,0,A
1,376,6031073,84,0,0,A
1,385,38293844,32,1,0,A
1,354,8747412,30,0,1,A
1,376,9143193,86,0,0,A
1,373,5540654,80,0,0,A
1,367,2889283,24,0,0,A
1,397,25523482,29,0,0,A
1,381,14390470,68,1,1,A
1,377,3788059,88,0,0,A
1,358,10682046,86,0,0,A
1,376,5351220,72,1,1,A
1,371,1755243,19,1,1,A
1,366,8191335,78,1,0,A
1,353,60049885,42,1,0,A
1,353,52449721,34,1,1,A
1,396,8968091,77,1,0,A
1,355,40717064,41,1,1,A
1,397,7448492,23,1,0,A
1,377,22027752,42,1,0,A
1,359,22264261,42,1,0,A
1,385,44987821,46,1,0,A
1,392,13025482,22,1,1,A
1,396,10976230,76,1,0,A
1,394,25695689,36,1,1,A
1,372,67755407,27,1,0,A
1,361,51222792,29,1,0,A
1,375,2713028,59,1,1,A
1,385,6288781,18,0,0,A
1,353,10726087,59,1,1,A
1,381,28518933,35,1,1,A
1,376,11867191,62,1,1,A
1,386,4382101,84,0,0,A
1,367,5913409,56,1,0,A
1,369,61522979,26,1,0,A
1,382,1557760,62,1,0,A
1,368,13633455,65,1,0,A
1,387,25155428,48,1,1,A
1,374,1107236,24,1,0,A
1,373,3156098,72,1,0,A
1,400,7830543,76,1,1,A
1,394,13362262,58,1,0,A
1,370,1346181,56,1,1,A
1,355,11140322,59,1,0,A
1,359,7492502,23,1,1,A
1,384,12701220,25,1,1,A
1,391,4944575,24,1,1,A
1,389,13359950,62,1,1,A
1,395,6136441,83,0,0,A
1,390,41392322,48,1,1,A
1,392,65557315,38,1,0,A
1,378,7575830,53,1,1,A
1,364,13110981,53,0,0,A
1,400,4622831,56,1,1,A
1,378,2495743,80,0,0,A
1,357,3660487,24,1,0,A
1,387,18066134,33,1,1,A
1,368,13023296,84,0,0,A
1,386,6074258,87,0,0,A
1,389,9975627,67,1,0,A
1,355,69133923,50,1,0,A
1,395,8869052,54,1,0,A
1,400,56468757,35,0,0,A
1,367,9099213,84,0,1,A
1,378,725740,61,1,0,A
1,391,26075878,32,1,1,A
1,358,9177051,57,1,0,A
1,383,1292988,68,1,0,A
1,356,9099203,31,1,1,A
1,360,11296663,89,0,1,A
1,358,43668124,49,0,1,A
1,355,33266770,40,1,1,A
1,372,54758364,36,1,0,A
1,372,11253144,85,0,0,A
1,372,14772326,84,0,0,A
1,391,63077610,50,1,0,A
1,361,4015952,53,1,0,A
1,359,9714967,89,0,1,A
1,400,20832431,41,0,1,A
1,392,14000193,22,1,1,A
1,390,5787736,21,1,1,A
1,360,4419815,87,0,1,A
1,380,20291266,35,1,1,A
1,389,11727759,30,1,0,A
1,389,42220261,49,1,0,A
1,377,13374582,77,1,0,A
1,378,10885858,76,0,0,A
1,371,9633567,73,1,1,A
1,372,41762995,46,1,0,A
1,360,65407760,47,1,1,A
1,382,13191225,76,1,1,A
1,371,16963536,49,1,0,A
1,354,12597451,74,1,1,A
1,391,52491763,44,1,1,A
1,361,14314347,39,1,1,A
1,394,42526049,31,0,0,A
1,386,63470286,28,1,1,A
1,356,8759785,61,1,0,A
1,372,5419623,24,1,1,A
1,369,7143092,78,1,1,A
1,369,7013731,63,1,0,A
1,360,8363720,20,1,1,A
1,353,9114527,71,1,0,A
1,388,9700848,77,1,1,A
1,364,29103514,47,1,1,A
1,380,5134533,69,1,0,A
1,363,51959187,25,1,1,A
1,392,14003336,21,0,1,A
1,375,5358591,58,1,1,A
1,360,57794351,34,1,1,A
1,378,3794013,78,1,0,A
1,376,5469611,74,1,0,A
1,353,6641444,69,1,1,A
1,378,10294675,68,1,0,A
1,380,12344993,79,0,1,A
1,369,45774002,42,1,0,A
1,382,12405496,24,1,0,A
1,359,21008361,41,1,0,A
1,398,2213907,58,0,0,A
1,376,7600195,76,1,1,A
1,367,3988551,23,1,1,A
1,355,7363528,71,1,0,A
1,377,2698907,68,1,1,A
1,362,8047696,51,1,0,A
1,397,6481451,41,1,1,A
1,393,14067768,83,0,0,A
1,356,18323394,27,1,0,A
1,389,35010724,25,1,0,A
1,374,8420459,81,0,1,A
1,399,25620975,45,1,1,A
1,378,10345344,82,0,1,A
1,365,60784553,27,1,0,A
1,357,6562542,88,0,1,A
1,382,52821262,45,1,1,A
1,374,7753200,51,1,1,A
1,372,9507033,60,0,0,A
1,382,13639546,56,1,1,A
1,393,14366681,72,1,0,A
1,370,8721181,67,1,1,A
1,361,6343285,18,1,1,A
1,399,34972125,28,1,1,A
1,383,12197070,55,1,1,A
1,364,25296297,45,1,0,A
1,355,2830078,78,0,1,A
1,371,67993055,36,1,0,A
1,368,2340565,70,1,1,A
1,389,8683846,66,1,0,A
1,376,6490177,70,1,1,A
1,387,5481869,61,1,0,A
1,383,9158109,55,1,0,A
1,374,9371374,59,1,0,A
1,390,14475370,75,1,1,A
1,384,13252046,18,1,0,A
1,365,48702906,26,1,0,A
1,366,8495176,88,0,1,A
1,360,6390152,43,1,1,A
1,364,4417388,79,0,0,A
1,381,62207597,50,0,0,A
1,355,43046769,28,1,0,A
1,367,11247546,23,1,1,A
1,353,9016562,76,1,0,A
1,390,6906749,23,0,0,A
1,363,2348768,76,1,0,A
1,367,3913004,76,1,1,A
1,380,3339372,79,0,1,A
1,356,1094045,67,1,1,A
1,362,16538235,44,1,1,A
1,396,14379222,77,1,0,A
1,356,1901643,68,1,1,A
1,358,8926400,31,1,1,A
1,365,4172211,64,1,1,A
1,353,17041205,47,1,1,A
1,390,58123331,46,1,1,A
1,357,6753050,61,1,1,A
1,378,2121863,39,1,0,A
1,400,30254498,26,1,1,A
1,362,44004368,26,1,1,A
1,399,5693856,88,0,0,A
1,392,23363132,28,1,1,A
1,394,14889863,76,1,1,A
1,372,62219736,33,1,1,A
1,393,5414013,80,0,0,A
1,397,32301998,35,1,1,A
1,387,13933971,83,0,0,A
1,356,5788862,57,1,0,A
1,397,8747065,76,1,0,A
1,359,12343860,18,1,1,A
1,395,3665647,73,1,1,A
1,396,49041517,44,0,0,A
1,395,14755066,58,1,0,A
1,375,5418679,22,1,0,A
1,373,3901823,82,0,1,A
1,375,827159,69,1,1,A
1,356,65678709,43,1,1,A
1,400,966810,65,1,0,A
1,365,4759083,46,1,0,A
1,368,3064605,81,0,1,A
1,391,10883706,64,1,1,A
1,371,10096005,49,1,0,A
1,353,4033222,68,0,0,A
1,354,3772723,73,1,1,A
1,374,9748508,60,0,0,A
1,394,61154783,35,0,0,A
1,369,14971398,42,1,1,A
1,380,56429571,30,1,0,A
1,366,46409665,35,1,0,A
1,396,51567262,38,1,0,A
1,365,9583221,90,0,0,A
1,394,7868583,69,0,1,A
1,389,1457465,89,0,0,A
1,389,2336619,85,0,1,A
1,388,3074269,88,0,1,A
1,364,2303878,20,0,1,A
1,372,13860684,21,1,0,A
1,360,1135745,84,0,1,A
1,387,10587658,76,1,0,A
1,379,5838174,90,0,1,A
1,378,12927431,42,1,1,A
1,369,4882184,54,1,0,A
1,396,8036265,30,1,0,A
1,385,2056259,20,1,0,A
1,371,10701783,58,1,1,A
1,379,7084782,69,1,0,A
1,396,14122883,65,1,0,A
1,364,10666245,66,1,1,A
1,365,3929763,51,1,1,A
1,392,29988787,27,1,0,A
1,382,13021048,73,1,1,A
1,390,9870928,86,0,1,A
1,371,23982596,43,1,1,A
1,396,23325642,38,0,1,A
1,366,14490402,64,1,0,A
1,368,6133071,89,0,1,A
1,364,5120948,63,1,0,A
1,392,12977975,79,0,1,A
1,356,5780561,78,0,0,A
1,389,55463908,38,1,1,A
1,366,11596045,74,1,1,A
1,395,57668537,50,1,1,A
1,358,7094038,81,0,0,A
1,363,23032463,31,0,1,A
1,364,10258567,23,1,0,A
1,387,6924428,63,1,0,A
1,358,6641171,87,0,0,A
1,356,11645356,90,0,1,A
1,353,6410038,54,1,0,A
1,377,11971257,87,0,0,A
1,371,3226632,88,0,0,A
1,377,64355026,28,1,1,A
1,393,7819488,51,1,1,A
1,361,13522073,76,1,0,A
1,369,20303083,28,1,0,A
1,359,8310976,66,1,1,A
1,382,4319859,28,1,1,A
1,354,43833668,34,1,1,A
1,356,6871345,24,1,1,A
1,387,69952912,40,1,1,A
1,372,12101580,71,1,1,A
1,373,8289807,69,1,1,A
1,389,8626814,76,1,1,A
1,356,3715216,77,1,1,A
1,377,12281651,60,1,1,A
1,361,9961036,79,0,1,A
1,381,13644528,78,1,1,A
1,380,40261350,44,1,0,A
1,355,46830714,37,1,0,A
1,381,6257518,75,1,0,A
1,369,51072628,33,0,1,A
1,372,4884575,81,0,1,A
1,368,9010120,82,0,1,A
1,377,22911158,27,1,0,A
1,357,8203300,89,0,0,A
1,378,11272324,23,1,0,A
1,394,14299205,27,1,0,A
1,378,9828971,57,1,0,A
1,355,22625514,26,1,0,A
1,356,7128566,21,1,1,A
1,369,49376314,49,1,0,A
1,394,52377230,49,0,1,A
1,387,32064912,31,1,1,A
1,362,12747856,69,1,0,A
1,388,51848135,47,1,0,A
1,379,13646185,85,0,0,A
1,399,7655484,69,1,0,A
1,400,31141868,39,1,0,A
1,367,41003244,44,1,0,A
1,363,68258366,36,1,1,A
1,366,50850919,43,1,1,A
1,366,22712298,41,1,0,A
1,375,32661835,38,1,1,A
1,379,2557420,59,0,0,A
1,392,12378384,68,1,1,A
1,400,13265675,72,1,1,A
1,374,14380831,52,1,1,A
1,353,2727068,80,0,0,A
1,361,10770006,56,0,0,A
1,374,11642690,68,1,1,A
1,373,578748,74,1,1,A
1,390,5820565,24,1,0,A
1,360,43157402,49,1,0,A
1,353,34087030,43,1,1,A
1,387,5755472,58,1,1,A
1,385,1693118,20,1,1,A
1,382,2143401,90,0,1,A
1,358,4244965,35,1,0,A
1,375,57915044,36,1,0,A
1,371,6879966,70,1,1,A
1,364,4844684,51,1,1,A
1,395,1645452,79,0,1,A
1,398,2588384,59,1,1,A
1,398,49184081,42,0,0,A
1,373,12648193,69,1,1,A
