year,dep_delay,carrier,origin,dest,air_time,distance
2013,6,9E,JFK,DFW,192,1391
2013,69,9E,JFK,DFW,184,1391
2013,8,UA,EWR,DFW,180,1372
2013,65,AA,LGA,DFW,184,1389
2013,74,UA,EWR,DFW,190,1372
2013,6,AA,EWR,DFW,175,1372
2013,66,UA,EWR,DFW,170,1372
2013,87,AA,JFK,DFW,170,1391
2013,97,UA,EWR,DFW,182,1372
2013,7,AA,LGA,DFW,172,1389
2013,51,AA,LGA,DFW,172,1389
2013,5,AA,LGA,DFW,170,1389
2013,73,UA,EWR,DFW,167,1372
2013,8,AA,LGA,DFW,167,1389
2013,60,9E,JFK,DFW,171,1391
2013,7,AA,JFK,DFW,169,1391
2013,5,AA,LGA,DFW,172,1389
2013,53,AA,EWR,DFW,165,1372
2013,82,AA,LGA,DFW,167,1389
2013,71,AA,EWR,DFW,167,1372
2013,71,UA,EWR,DFW,168,1372
2013,5,AA,LGA,DFW,179,1389
2013,59,AA,EWR,DFW,171,1372
2013,5,UA,EWR,DFW,169,1372
2013,5,UA,EWR,DFW,170,1372
2013,6,AA,JFK,DFW,192,1391
2013,99,AA,LGA,DFW,179,1389
2013,6,AA,EWR,DFW,192,1372
2013,7,AA,LGA,DFW,185,1389
2013,65,UA,EWR,DFW,172,1372
2013,51,AA,EWR,DFW,181,1372
2013,79,AA,LGA,DFW,183,1389
2013,82,UA,EWR,DFW,173,1372
2013,56,AA,EWR,DFW,177,1372
2013,71,AA,EWR,DFW,173,1372
2013,7,AA,LGA,DFW,182,1389
2013,6,AA,LGA,DFW,179,1389
2013,6,AA,LGA,DFW,190,1389
2013,8,9E,JFK,DFW,190,1391
2013,6,AA,JFK,DFW,185,1391
2013,5,AA,LGA,DFW,204,1389
2013,96,AA,EWR,DFW,181,1372
2013,8,AA,LGA,DFW,200,1389
2013,92,AA,EWR,DFW,196,1372
2013,86,AA,LGA,DFW,190,1389
2013,60,UA,EWR,DFW,182,1372
2013,87,AA,LGA,DFW,196,1389
2013,50,AA,EWR,DFW,192,1372
2013,6,AA,LGA,DFW,183,1389
2013,7,AA,LGA,DFW,186,1389
2013,6,AA,LGA,DFW,182,1389
2013,5,AA,JFK,DFW,198,1391
2013,80,AA,LGA,DFW,189,1389
2013,61,AA,EWR,DFW,188,1372
2013,60,9E,JFK,DFW,196,1391
2013,6,AA,LGA,DFW,189,1389
2013,51,AA,EWR,DFW,184,1372
2013,5,UA,EWR,DFW,181,1372
2013,6,AA,EWR,DFW,180,1372
2013,7,AA,LGA,DFW,191,1389
2013,5,AA,LGA,DFW,191,1389
2013,54,UA,EWR,DFW,184,1372
2013,65,EV,LGA,DSM,137,1031
2013,93,EV,EWR,DSM,154,1017
2013,6,EV,EWR,DSM,130,1017
2013,92,EV,EWR,DSM,129,1017
2013,99,EV,EWR,DSM,136,1017
2013,5,EV,EWR,DSM,133,1017
2013,8,EV,LGA,DSM,138,1031
2013,64,EV,EWR,DSM,143,1017
2013,5,EV,EWR,DSM,154,1017
2013,79,EV,LGA,DSM,145,1031
2013,70,EV,EWR,DSM,143,1017
2013,58,DL,LGA,DTW,81,502
2013,75,MQ,LGA,DTW,80,502
2013,86,EV,EWR,DTW,81,488
2013,56,DL,LGA,DTW,95,502
2013,59,MQ,LGA,DTW,91,502
2013,83,DL,LGA,DTW,84,502
2013,86,EV,EWR,DTW,84,488
2013,67,DL,JFK,DTW,84,509
2013,66,MQ,LGA,DTW,83,502
2013,7,EV,EWR,DTW,85,488
2013,80,DL,LGA,DTW,80,502
2013,63,9E,JFK,DTW,88,509
2013,72,EV,EWR,DTW,79,488
2013,57,9E,JFK,DTW,78,509
2013,7,DL,LGA,DTW,80,502
2013,73,9E,JFK,DTW,83,509
2013,5,9E,EWR,DTW,82,488
2013,54,9E,JFK,DTW,78,509
2013,98,MQ,LGA,DTW,77,502
2013,9,9E,JFK,DTW,83,509
2013,7,EV,EWR,DTW,84,488
2013,65,DL,LGA,DTW,72,502
2013,71,MQ,LGA,DTW,72,502
2013,68,MQ,LGA,DTW,78,502
2013,77,DL,LGA,DTW,105,502
2013,9,DL,LGA,DTW,82,502
2013,9,DL,JFK,DTW,108,509
2013,79,9E,JFK,DTW,87,509
2013,78,MQ,LGA,DTW,79,502
2013,94,EV,EWR,DTW,76,488
2013,53,MQ,LGA,DTW,84,502
2013,6,EV,EWR,DTW,87,488
2013,76,MQ,LGA,DTW,84,502
2013,86,MQ,LGA,DTW,82,502
2013,6,MQ,LGA,DTW,81,502
2013,7,MQ,LGA,DTW,79,502
2013,53,EV,EWR,DTW,75,488
2013,74,EV,EWR,DTW,75,488
2013,64,MQ,LGA,DTW,76,502
2013,81,EV,EWR,DTW,78,488
2013,7,EV,EWR,DTW,71,488
2013,64,MQ,LGA,DTW,73,502
2013,73,9E,JFK,DTW,77,509
2013,99,DL,LGA,DTW,71,502
2013,89,MQ,LGA,DTW,74,502
2013,60,DL,LGA,DTW,71,502
2013,7,9E,JFK,DTW,85,509
2013,9,DL,LGA,DTW,83,502
2013,70,DL,LGA,DTW,94,502
2013,5,MQ,LGA,DTW,80,502
2013,6,EV,EWR,DTW,77,488
2013,79,EV,EWR,DTW,70,488
2013,95,MQ,LGA,DTW,79,502
2013,65,MQ,LGA,DTW,80,502
2013,6,DL,LGA,DTW,77,502
2013,76,EV,EWR,DTW,80,488
2013,54,9E,JFK,DTW,78,509
2013,5,EV,EWR,DTW,78,488
2013,5,EV,EWR,DTW,74,488
2013,72,DL,LGA,DTW,75,502
2013,69,MQ,LGA,DTW,75,502
2013,8,DL,LGA,DTW,82,502
2013,56,EV,EWR,DTW,84,488
2013,82,EV,EWR,DTW,88,488
2013,6,EV,EWR,DTW,92,488
2013,54,DL,JFK,DTW,85,509
2013,7,DL,LGA,DTW,81,502
2013,70,EV,EWR,DTW,79,488
2013,8,MQ,LGA,DTW,88,502
2013,75,EV,EWR,DTW,82,488
2013,66,MQ,LGA,DTW,82,502
2013,65,EV,EWR,DTW,78,488
2013,50,MQ,LGA,DTW,83,502
2013,73,EV,EWR,DTW,75,488
2013,74,DL,LGA,DTW,80,502
2013,57,EV,EWR,DTW,100,488
2013,99,DL,LGA,DTW,73,502
2013,66,DL,LGA,DTW,77,502
2013,68,DL,LGA,DTW,78,502
2013,68,EV,EWR,DTW,85,488
2013,6,DL,LGA,DTW,81,502
2013,77,EV,EWR,DTW,81,488
2013,77,MQ,LGA,DTW,81,502
2013,5,EV,EWR,DTW,75,488
2013,6,DL,LGA,DTW,75,502
2013,70,EV,EWR,DTW,76,488
2013,8,DL,LGA,DTW,76,502
2013,77,MQ,LGA,DTW,72,502
2013,65,EV,EWR,DTW,83,488
2013,63,DL,JFK,DTW,78,509
2013,80,DL,LGA,DTW,79,502
2013,7,EV,EWR,DTW,80,488
2013,52,DL,LGA,DTW,90,502
2013,69,MQ,LGA,DTW,78,502
2013,59,DL,LGA,DTW,76,502
2013,92,EV,EWR,DTW,84,488
2013,96,MQ,LGA,DTW,77,502
2013,75,EV,EWR,DTW,85,488
2013,89,EV,EWR,DTW,75,488
2013,8,DL,LGA,DTW,85,502
2013,63,MQ,LGA,DTW,77,502
2013,8,EV,EWR,DTW,81,488
2013,9,MQ,LGA,DTW,81,502
2013,6,9E,JFK,DTW,90,509
2013,52,EV,EWR,DTW,80,488
2013,67,EV,EWR,DTW,85,488
2013,8,9E,JFK,DTW,94,509
2013,9,B6,LGA,FLL,150,1076
2013,72,DL,LGA,FLL,172,1076
2013,99,DL,LGA,FLL,176,1076
2013,86,B6,EWR,FLL,165,1065
2013,57,UA,EWR,FLL,155,1065
2013,78,DL,LGA,FLL,166,1076
2013,7,UA,EWR,FLL,148,1065
2013,8,DL,LGA,FLL,164,1076
2013,5,DL,LGA,FLL,160,1076
2013,9,DL,LGA,FLL,160,1076
2013,99,B6,EWR,FLL,164,1065
2013,7,DL,JFK,FLL,152,1069
2013,65,B6,LGA,FLL,147,1076
2013,62,B6,JFK,FLL,149,1069
2013,9,DL,LGA,FLL,139,1076
2013,67,DL,JFK,FLL,135,1069
2013,72,B6,JFK,FLL,136,1069
2013,8,B6,LGA,FLL,150,1076
2013,5,UA,EWR,FLL,146,1065
2013,95,B6,EWR,FLL,142,1065
2013,8,B6,JFK,FLL,153,1069
2013,73,B6,EWR,FLL,146,1065
2013,9,UA,EWR,FLL,158,1065
2013,7,UA,EWR,FLL,143,1065
2013,6,B6,JFK,FLL,143,1069
2013,5,UA,EWR,FLL,141,1065
2013,6,UA,EWR,FLL,141,1065
2013,77,B6,LGA,FLL,139,1076
2013,64,B6,JFK,FLL,142,1069
2013,9,UA,EWR,FLL,165,1065
2013,69,DL,JFK,FLL,140,1069
2013,9,B6,LGA,FLL,153,1076
2013,5,B6,JFK,FLL,146,1069
2013,66,B6,EWR,FLL,142,1065
2013,96,DL,LGA,FLL,131,1076
2013,70,B6,LGA,FLL,128,1076
2013,8,B6,JFK,FLL,134,1069
2013,7,B6,LGA,FLL,139,1076
2013,8,DL,LGA,FLL,145,1076
2013,56,B6,EWR,FLL,144,1065
2013,73,B6,JFK,FLL,149,1069
2013,86,DL,LGA,FLL,155,1076
2013,78,UA,EWR,FLL,135,1065
2013,84,DL,JFK,FLL,142,1069
2013,62,B6,JFK,FLL,131,1069
2013,57,UA,EWR,FLL,132,1065
2013,62,B6,LGA,FLL,137,1076
2013,69,UA,EWR,FLL,143,1065
2013,9,UA,EWR,FLL,140,1065
2013,52,B6,LGA,FLL,154,1076
2013,74,B6,EWR,FLL,161,1065
2013,89,B6,LGA,FLL,138,1076
2013,5,UA,EWR,FLL,178,1065
2013,6,B6,JFK,FLL,145,1069
2013,61,DL,JFK,FLL,146,1069
2013,79,UA,EWR,FLL,147,1065
2013,6,B6,JFK,FLL,193,1069
2013,69,DL,LGA,FLL,167,1076
2013,7,B6,JFK,FLL,165,1069
2013,62,DL,LGA,FLL,148,1076
2013,72,B6,LGA,FLL,141,1076
2013,97,B6,JFK,FLL,133,1069
2013,54,B6,EWR,FLL,133,1065
2013,59,B6,JFK,FLL,134,1069
2013,8,B6,JFK,FLL,132,1069
2013,86,DL,LGA,FLL,141,1076
2013,85,DL,JFK,FLL,137,1069
2013,5,B6,JFK,FLL,143,1069
2013,5,DL,LGA,FLL,139,1076
2013,6,DL,JFK,FLL,138,1069
2013,63,B6,EWR,FLL,144,1065
2013,6,B6,LGA,FLL,141,1076
2013,55,DL,LGA,FLL,142,1076
2013,5,UA,EWR,FLL,137,1065
2013,5,UA,EWR,FLL,143,1065
2013,5,UA,EWR,FLL,148,1065
2013,50,B6,JFK,FLL,149,1069
2013,58,B6,LGA,FLL,144,1076
2013,84,B6,EWR,FLL,139,1065
2013,6,UA,EWR,FLL,173,1065
2013,5,DL,JFK,FLL,200,1069
2013,6,UA,EWR,FLL,148,1065
2013,70,DL,LGA,FLL,141,1076
2013,50,B6,LGA,FLL,138,1076
2013,97,B6,JFK,FLL,137,1069
2013,68,UA,EWR,FLL,145,1065
2013,6,B6,LGA,FLL,145,1076
2013,66,B6,JFK,FLL,156,1069
2013,9,B6,JFK,FLL,145,1069
2013,56,B6,EWR,FLL,136,1065
2013,86,DL,LGA,FLL,135,1076
2013,61,UA,EWR,FLL,136,1065
2013,59,B6,LGA,FLL,136,1076
2013,9,UA,EWR,FLL,149,1065
2013,6,B6,JFK,FLL,143,1069
2013,5,UA,EWR,FLL,137,1065
2013,5,UA,EWR,FLL,142,1065
2013,59,B6,JFK,FLL,135,1069
2013,5,B6,JFK,FLL,145,1069
2013,9,B6,LGA,FLL,144,1076
2013,9,B6,JFK,FLL,154,1069
2013,83,B6,EWR,FLL,157,1065
2013,98,UA,EWR,FLL,144,1065
2013,63,DL,JFK,FLL,135,1069
2013,6,B6,JFK,FLL,141,1069
2013,86,B6,LGA,FLL,160,1076
2013,94,DL,LGA,FLL,163,1076
2013,67,B6,EWR,FLL,140,1065
2013,8,DL,JFK,FLL,162,1069
2013,90,B6,JFK,FLL,144,1069
2013,59,B6,LGA,FLL,138,1076
2013,58,B6,LGA,FLL,142,1076
2013,8,UA,EWR,FLL,139,1065
2013,57,B6,LGA,FLL,155,1076
2013,5,B6,JFK,FLL,141,1069
2013,65,B6,EWR,FLL,138,1065
2013,5,DL,JFK,FLL,139,1069
2013,5,DL,LGA,FLL,148,1076
2013,68,DL,JFK,FLL,143,1069
2013,7,B6,LGA,FLL,148,1076
2013,51,B6,JFK,FLL,147,1069
2013,5,B6,JFK,FLL,143,1069
2013,58,B6,JFK,FLL,141,1069
2013,8,B6,JFK,FLL,142,1069
2013,57,B6,JFK,FLL,140,1069
2013,5,B6,JFK,FLL,134,1069
2013,7,DL,LGA,FLL,157,1076
2013,65,DL,LGA,FLL,151,1076
2013,87,B6,JFK,FLL,154,1069
2013,86,UA,EWR,FLL,155,1065
2013,9,DL,LGA,FLL,176,1076
2013,59,B6,JFK,FLL,175,1069
2013,7,DL,JFK,FLL,156,1069
2013,8,B6,EWR,FLL,147,1065
2013,5,UA,EWR,FLL,159,1065
2013,87,DL,LGA,FLL,157,1076
2013,60,UA,EWR,FLL,137,1065
2013,68,B6,JFK,FLL,140,1069
2013,73,B6,JFK,FLL,134,1069
2013,7,B6,JFK,FLL,151,1069
2013,8,UA,EWR,FLL,158,1065
2013,7,UA,EWR,FLL,141,1065
2013,7,DL,LGA,FLL,151,1076
2013,7,UA,EWR,FLL,134,1065
2013,6,B6,JFK,FLL,134,1069
2013,9,UA,EWR,FLL,142,1065
2013,9,EV,EWR,GRR,90,605
2013,7,EV,EWR,GRR,88,605
2013,9,EV,EWR,GRR,90,605
2013,6,EV,EWR,GRR,81,605
2013,50,EV,EWR,GRR,84,605
2013,7,EV,EWR,GRR,94,605
2013,71,EV,EWR,GRR,92,605
2013,77,EV,EWR,GRR,86,605
2013,8,EV,EWR,GRR,94,605
2013,70,EV,EWR,GSO,74,445
2013,70,EV,EWR,GSO,76,445
2013,8,EV,EWR,GSO,70,445
2013,9,EV,EWR,GSO,64,445
2013,95,EV,LGA,GSO,69,461
2013,7,EV,EWR,GSO,67,445
2013,6,EV,EWR,GSO,68,445
2013,7,EV,EWR,GSO,69,445
2013,6,EV,LGA,GSO,68,461
2013,66,EV,EWR,GSO,73,445
2013,6,EV,EWR,GSO,69,445
2013,86,EV,EWR,GSO,67,445
2013,7,EV,EWR,GSO,72,445
2013,62,EV,EWR,GSO,78,445
2013,84,EV,EWR,GSO,79,445
2013,60,EV,EWR,GSP,96,594
2013,5,EV,EWR,GSP,96,594
2013,55,EV,EWR,GSP,97,594
2013,94,EV,EWR,GSP,88,594
2013,7,EV,EWR,GSP,84,594
2013,81,EV,EWR,GSP,84,594
2013,84,EV,EWR,GSP,90,594
2013,5,EV,EWR,GSP,94,594
2013,92,EV,EWR,GSP,90,594
2013,6,EV,EWR,GSP,89,594
2013,5,HA,JFK,HNL,588,4983
2013,83,UA,EWR,HNL,565,4963
2013,65,UA,EWR,HNL,589,4963
2013,88,HA,JFK,HNL,601,4983
2013,7,UA,EWR,HNL,621,4963
2013,6,UA,EWR,HNL,601,4963
2013,5,UA,EWR,HNL,617,4963
2013,73,UA,EWR,HNL,587,4963
2013,97,UA,EWR,HNL,618,4963
2013,5,UA,EWR,HNL,600,4963
2013,77,WN,LGA,HOU,212,1428
2013,62,B6,JFK,HOU,208,1428
2013,83,WN,EWR,HOU,204,1411
2013,7,WN,EWR,HOU,203,1411
2013,60,WN,EWR,HOU,199,1411
2013,84,WN,EWR,HOU,201,1411
2013,6,WN,EWR,HOU,191,1411
2013,58,WN,EWR,HOU,186,1411
2013,58,WN,LGA,HOU,188,1428
2013,8,B6,JFK,HOU,174,1428
2013,94,B6,JFK,HOU,177,1428
2013,76,WN,EWR,HOU,181,1411
2013,57,WN,EWR,HOU,181,1411
2013,81,WN,EWR,HOU,178,1411
2013,6,WN,EWR,HOU,181,1411
2013,7,WN,LGA,HOU,196,1428
2013,7,B6,JFK,HOU,205,1428
2013,73,WN,EWR,HOU,186,1411
2013,80,B6,JFK,HOU,188,1428
2013,97,B6,JFK,HOU,212,1428
2013,74,WN,EWR,HOU,187,1411
2013,5,WN,LGA,HOU,187,1428
2013,75,WN,EWR,HOU,197,1411
2013,5,WN,EWR,HOU,185,1411
2013,8,B6,JFK,HOU,192,1428
2013,6,WN,EWR,HOU,188,1411
2013,6,WN,EWR,HOU,187,1411
2013,7,WN,EWR,HOU,182,1411
2013,82,EV,EWR,IAD,44,212
2013,80,EV,JFK,IAD,42,228
2013,83,YV,LGA,IAD,47,229
2013,83,EV,EWR,IAD,43,212
2013,99,B6,JFK,IAD,52,228
2013,9,EV,JFK,IAD,43,228
2013,89,EV,LGA,IAD,44,229
2013,5,EV,EWR,IAD,44,212
2013,84,EV,JFK,IAD,42,228
2013,59,9E,JFK,IAD,53,228
2013,8,9E,JFK,IAD,42,228
2013,6,EV,JFK,IAD,47,228
2013,6,EV,JFK,IAD,45,228
2013,70,EV,EWR,IAD,40,212
2013,81,EV,LGA,IAD,41,229
2013,7,EV,JFK,IAD,41,228
2013,8,B6,JFK,IAD,42,228
2013,9,EV,EWR,IAD,40,212
2013,9,EV,JFK,IAD,43,228
2013,65,EV,EWR,IAD,72,212
2013,69,EV,JFK,IAD,47,228
2013,68,EV,EWR,IAD,71,212
2013,83,9E,JFK,IAD,58,228
2013,73,EV,EWR,IAD,37,212
2013,52,EV,LGA,IAD,41,229
2013,9,EV,JFK,IAD,43,228
2013,84,YV,LGA,IAD,48,229
2013,68,EV,JFK,IAD,42,228
2013,56,EV,JFK,IAD,41,228
2013,78,EV,LGA,IAD,42,229
2013,8,B6,JFK,IAD,52,228
2013,7,9E,JFK,IAD,47,228
2013,55,B6,JFK,IAD,48,228
2013,9,EV,EWR,IAD,46,212
2013,5,EV,JFK,IAD,47,228
2013,51,EV,JFK,IAD,52,228
2013,72,EV,LGA,IAD,47,229
2013,9,B6,JFK,IAD,48,228
2013,6,EV,EWR,IAD,40,212
2013,7,EV,LGA,IAD,40,229
2013,84,EV,JFK,IAD,39,228
2013,52,EV,EWR,IAD,40,212
2013,61,B6,JFK,IAD,52,228
2013,72,EV,EWR,IAD,46,212
2013,67,YV,LGA,IAD,52,229
2013,7,EV,EWR,IAD,40,212
2013,61,EV,EWR,IAD,69,212
2013,89,EV,EWR,IAD,78,212
2013,85,9E,JFK,IAD,41,228
2013,89,EV,JFK,IAD,41,228
2013,88,EV,LGA,IAD,43,229
2013,8,B6,JFK,IAD,44,228
2013,70,EV,JFK,IAD,42,228
2013,8,EV,EWR,IAD,38,212
2013,70,EV,LGA,IAD,43,229
2013,80,B6,JFK,IAD,71,228
2013,6,EV,LGA,IAD,47,229
2013,64,EV,JFK,IAD,51,228
2013,5,EV,EWR,IAD,44,212
2013,79,EV,EWR,IAD,64,212
2013,54,EV,EWR,IAD,45,212
2013,70,9E,JFK,IAD,44,228
2013,79,EV,EWR,IAD,43,212
2013,66,EV,EWR,IAD,46,212
2013,7,EV,JFK,IAD,52,228
2013,7,9E,JFK,IAD,49,228
2013,95,EV,EWR,IAD,46,212
2013,8,B6,JFK,IAD,46,228
2013,57,EV,EWR,IAD,42,212
2013,57,EV,JFK,IAD,43,228
2013,64,B6,JFK,IAD,43,228
2013,536,EV,JFK,IAD,47,228
2013,59,EV,LGA,IAD,45,229
2013,66,EV,JFK,IAD,43,228
2013,94,EV,JFK,IAD,67,228
2013,59,9E,JFK,IAD,68,228
2013,8,EV,LGA,IAD,56,229
2013,9,EV,EWR,IAD,45,212
2013,5,EV,LGA,IAD,49,229
2013,5,EV,EWR,IAD,46,212
2013,81,EV,JFK,IAD,44,228
2013,8,EV,LGA,IAD,45,229
2013,56,EV,EWR,IAD,39,212
2013,54,9E,JFK,IAD,42,228
2013,7,UA,EWR,IAH,196,1400
2013,73,UA,EWR,IAH,204,1400
2013,62,UA,EWR,IAH,187,1400
2013,9,UA,EWR,IAH,203,1400
2013,54,UA,EWR,IAH,188,1400
2013,82,UA,EWR,IAH,194,1400
2013,77,UA,EWR,IAH,189,1400
2013,9,UA,EWR,IAH,188,1400
2013,8,UA,EWR,IAH,198,1400
2013,50,UA,EWR,IAH,192,1400
2013,8,UA,LGA,IAH,213,1416
2013,6,AA,JFK,IAH,202,1417
2013,5,UA,EWR,IAH,194,1400
2013,8,UA,EWR,IAH,189,1400
2013,67,UA,LGA,IAH,186,1416
2013,5,UA,EWR,IAH,188,1400
2013,56,UA,LGA,IAH,193,1416
2013,6,UA,LGA,IAH,188,1416
2013,75,AA,JFK,IAH,202,1417
2013,5,UA,LGA,IAH,182,1416
2013,7,UA,EWR,IAH,178,1400
2013,60,UA,EWR,IAH,174,1400
2013,93,UA,LGA,IAH,173,1416
2013,94,UA,LGA,IAH,170,1416
2013,91,UA,EWR,IAH,165,1400
2013,59,UA,EWR,IAH,165,1400
2013,84,UA,LGA,IAH,168,1416
2013,6,UA,EWR,IAH,178,1400
2013,87,UA,LGA,IAH,174,1416
2013,8,UA,LGA,IAH,175,1416
2013,8,UA,LGA,IAH,180,1416
2013,69,UA,EWR,IAH,187,1400
2013,73,UA,EWR,IAH,174,1400
2013,7,UA,LGA,IAH,187,1416
2013,71,UA,EWR,IAH,186,1400
2013,8,UA,EWR,IAH,179,1400
2013,88,UA,EWR,IAH,167,1400
2013,5,UA,EWR,IAH,172,1400
2013,7,UA,LGA,IAH,181,1416
2013,6,UA,EWR,IAH,169,1400
2013,5,AA,JFK,IAH,186,1417
2013,5,UA,EWR,IAH,167,1400
2013,70,UA,EWR,IAH,181,1400
2013,50,AA,JFK,IAH,179,1417
2013,8,UA,EWR,IAH,175,1400
2013,5,UA,EWR,IAH,177,1400
2013,64,UA,LGA,IAH,194,1416
2013,89,UA,EWR,IAH,168,1400
2013,9,UA,LGA,IAH,180,1416
2013,7,UA,EWR,IAH,197,1400
2013,71,UA,EWR,IAH,167,1400
2013,84,UA,EWR,IAH,187,1400
2013,63,UA,EWR,IAH,184,1400
2013,9,UA,EWR,IAH,180,1400
2013,81,UA,LGA,IAH,187,1416
2013,6,UA,EWR,IAH,174,1400
2013,92,UA,EWR,IAH,178,1400
2013,9,UA,LGA,IAH,178,1416
2013,5,UA,LGA,IAH,198,1416
2013,8,UA,EWR,IAH,185,1400
2013,58,UA,LGA,IAH,180,1416
2013,75,UA,EWR,IAH,169,1400
2013,8,UA,EWR,IAH,199,1400
2013,60,UA,LGA,IAH,187,1416
2013,7,UA,EWR,IAH,186,1400
2013,69,UA,EWR,IAH,180,1400
2013,71,UA,LGA,IAH,184,1416
2013,9,UA,EWR,IAH,187,1400
2013,7,UA,EWR,IAH,181,1400
2013,7,UA,EWR,IAH,180,1400
2013,5,UA,LGA,IAH,191,1416
2013,54,UA,LGA,IAH,194,1416
2013,68,UA,EWR,IAH,181,1400
2013,8,UA,EWR,IAH,176,1400
2013,9,UA,LGA,IAH,183,1416
2013,7,UA,EWR,IAH,192,1400
2013,92,UA,LGA,IAH,191,1416
2013,58,UA,LGA,IAH,183,1416
2013,9,UA,EWR,IAH,178,1400
2013,89,UA,LGA,IAH,191,1416
2013,6,UA,EWR,IAH,183,1400
2013,6,UA,EWR,IAH,182,1400
2013,5,UA,EWR,IAH,213,1400
2013,8,UA,LGA,IAH,193,1416
2013,6,AA,JFK,IAH,189,1417
2013,83,UA,EWR,IAH,175,1400
2013,5,UA,EWR,IAH,186,1400
2013,6,UA,EWR,IAH,198,1400
2013,67,UA,LGA,IAH,197,1416
2013,7,UA,EWR,IAH,184,1400
2013,6,UA,LGA,IAH,204,1416
2013,7,UA,EWR,IAH,193,1400
2013,74,UA,EWR,IAH,184,1400
2013,5,UA,EWR,IAH,180,1400
2013,56,UA,LGA,IAH,177,1416
2013,5,UA,EWR,IAH,176,1400
2013,6,UA,EWR,IAH,178,1400
2013,8,UA,LGA,IAH,195,1416
2013,66,UA,LGA,IAH,179,1416
2013,58,EV,EWR,IND,93,645
2013,7,EV,EWR,IND,93,645
2013,55,EV,EWR,IND,92,645
2013,71,EV,EWR,IND,95,645
2013,69,9E,JFK,IND,101,665
2013,6,EV,EWR,IND,88,645
2013,6,MQ,JFK,IND,108,665
2013,5,EV,EWR,IND,96,645
2013,71,EV,EWR,IND,102,645
2013,51,EV,EWR,IND,106,645
2013,52,MQ,JFK,IND,101,665
2013,6,EV,EWR,IND,96,645
2013,94,EV,EWR,JAX,132,820
2013,59,EV,EWR,JAX,129,820
2013,72,EV,EWR,JAX,122,820
2013,96,9E,JFK,JAX,117,828
2013,90,B6,JFK,JAX,118,828
2013,66,EV,EWR,JAX,122,820
2013,58,B6,JFK,JAX,116,828
2013,6,EV,EWR,JAX,116,820
2013,71,9E,JFK,JAX,111,828
2013,77,B6,JFK,JAX,117,828
2013,62,EV,EWR,JAX,109,820
2013,72,B6,JFK,JAX,106,828
2013,5,B6,JFK,JAX,109,828
2013,58,EV,EWR,JAX,110,820
2013,90,B6,JFK,JAX,105,828
2013,71,EV,EWR,JAX,120,820
2013,63,9E,JFK,JAX,118,828
2013,86,EV,EWR,JAX,129,820
2013,92,EV,EWR,JAX,110,820
2013,8,EV,EWR,JAX,112,820
2013,61,EV,EWR,JAX,126,820
2013,7,B6,JFK,JAX,110,828
2013,56,B6,JFK,JAX,104,828
2013,9,EV,EWR,JAX,112,820
2013,86,EV,EWR,JAX,108,820
2013,5,EV,EWR,JAX,109,820
2013,7,EV,EWR,JAX,113,820
2013,8,EV,EWR,JAX,112,820
2013,6,EV,EWR,JAX,113,820
2013,80,9E,JFK,JAX,112,828
2013,88,B6,JFK,JAX,113,828
2013,56,EV,EWR,JAX,118,820
2013,97,B6,JFK,JAX,112,828
2013,7,EV,EWR,JAX,113,820
2013,79,EV,EWR,JAX,115,820
2013,8,9E,JFK,JAX,138,828
2013,6,B6,JFK,JAX,123,828
2013,66,EV,EWR,JAX,124,820
2013,6,B6,JFK,JAX,118,828
2013,65,B6,JFK,JAX,117,828
2013,86,9E,JFK,JAX,123,828
2013,79,B6,JFK,JAX,120,828
2013,59,EV,EWR,JAX,115,820
2013,6,EV,EWR,JAX,115,820
2013,6,EV,EWR,JAX,109,820
2013,9,VX,JFK,LAS,275,2248
2013,63,B6,JFK,LAS,291,2248
2013,76,AA,JFK,LAS,279,2248
2013,89,UA,EWR,LAS,269,2227
2013,74,DL,JFK,LAS,277,2248
2013,6,AA,JFK,LAS,283,2248
2013,82,UA,EWR,LAS,274,2227
2013,6,VX,JFK,LAS,278,2248
2013,53,UA,EWR,LAS,285,2227
2013,5,AA,JFK,LAS,292,2248
2013,7,DL,JFK,LAS,287,2248
2013,76,UA,EWR,LAS,279,2227
2013,5,UA,EWR,LAS,296,2227
2013,6,DL,JFK,LAS,297,2248
2013,51,UA,EWR,LAS,293,2227
2013,9,B6,JFK,LAS,296,2248
2013,64,DL,JFK,LAS,284,2248
2013,52,DL,JFK,LAS,281,2248
2013,54,VX,JFK,LAS,294,2248
2013,69,B6,JFK,LAS,284,2248
2013,5,UA,EWR,LAS,285,2227
2013,61,B6,JFK,LAS,283,2248
2013,59,UA,EWR,LAS,286,2227
2013,68,B6,JFK,LAS,281,2248
2013,9,UA,EWR,LAS,283,2227
2013,7,B6,JFK,LAS,285,2248
2013,6,DL,JFK,LAS,285,2248
2013,69,AA,JFK,LAS,290,2248
2013,6,UA,EWR,LAS,287,2227
2013,63,B6,JFK,LAS,282,2248
2013,9,DL,JFK,LAS,297,2248
2013,87,B6,JFK,LAS,295,2248
2013,8,AA,JFK,LAS,287,2248
2013,63,DL,JFK,LAS,273,2248
2013,87,AA,JFK,LAS,276,2248
2013,7,B6,JFK,LAS,266,2248
2013,7,UA,EWR,LAS,264,2227
2013,9,B6,JFK,LAS,272,2248
2013,9,DL,JFK,LAS,267,2248
2013,7,VX,JFK,LAS,282,2248
